cluster_id,menage_id,poids_menage,psu,strate,sous_pop,region,milieu,taille_menage,enfants_moins_5,sexe_chef,age_chef,nb_chambres,source_eau,type_toilette,electricite,radio,television,refrigerateur,velo,moto,voiture,quintile,score_richesse
336,1221,825671,336,east - rural,east - rural,east,rural,5,0,male,71,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-100902
337,1,1569894,337,far north - rural,far north - rural,far-north,rural,7,2,male,36,3,protected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-146752
337,124,1569894,337,far north - rural,far north - rural,far-north,rural,4,2,male,31,6,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,yes,no,no,poorest,-117277
337,187,1569894,337,far north - rural,far north - rural,far-north,rural,4,0,female,51,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-123873
337,195,1569894,337,far north - rural,far north - rural,far-north,rural,1,0,male,31,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-121608
337,211,1569894,337,far north - rural,far north - rural,far-north,rural,8,1,male,51,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-137592
337,253,1569894,337,far north - rural,far north - rural,far-north,rural,9,2,male,53,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-138300
337,379,1569894,337,far north - rural,far north - rural,far-north,rural,4,1,female,30,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-129784
337,414,1569894,337,far north - rural,far north - rural,far-north,rural,10,3,male,38,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-138481
337,603,1569894,337,far north - rural,far north - rural,far-north,rural,4,0,male,60,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,yes,no,no,poorer,-97098
337,636,1569894,337,far north - rural,far north - rural,far-north,rural,6,3,male,30,2,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-126227
337,643,1569894,337,far north - rural,far north - rural,far-north,rural,13,3,male,45,6,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-139627
337,648,1569894,337,far north - rural,far north - rural,far-north,rural,8,2,male,54,10,tube well or borehole,pit latrine without slab/open pit,no,yes,yes,no,no,yes,no,middle,-60786
337,652,1569894,337,far north - rural,far north - rural,far-north,rural,9,1,male,44,3,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-119049
337,712,1569894,337,far north - rural,far north - rural,far-north,rural,6,0,male,50,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-136333
337,734,1569894,337,far north - rural,far north - rural,far-north,rural,6,3,male,38,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-125616
337,819,1569894,337,far north - rural,far north - rural,far-north,rural,2,0,male,70,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-135559
337,829,1569894,337,far north - rural,far north - rural,far-north,rural,5,3,male,30,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-135519
337,970,1569894,337,far north - rural,far north - rural,far-north,rural,6,1,male,50,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-139239
337,1011,1569894,337,far north - rural,far north - rural,far-north,rural,6,0,male,47,3,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-137170
337,1080,1569894,337,far north - rural,far north - rural,far-north,rural,4,2,male,34,1,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-134978
337,1091,1569894,337,far north - rural,far north - rural,far-north,rural,4,2,male,30,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-151977
337,1093,1569894,337,far north - rural,far north - rural,far-north,rural,6,1,male,35,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-142259
337,1102,1569894,337,far north - rural,far north - rural,far-north,rural,4,0,male,68,4,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-120388
337,1105,1569894,337,far north - rural,far north - rural,far-north,rural,4,1,male,28,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-123543
337,1166,1569894,337,far north - rural,far north - rural,far-north,rural,1,0,male,90,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-115700
337,1186,1569894,337,far north - rural,far north - rural,far-north,rural,4,0,female,55,10,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-129929
337,1191,1569894,337,far north - rural,far north - rural,far-north,rural,4,2,male,31,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-117563
338,31,461733,338,south - rural,south - rural,south,rural,15,2,male,85,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-73553
338,153,461733,338,south - rural,south - rural,south,rural,9,1,male,60,3,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-102241
338,183,461733,338,south - rural,south - rural,south,rural,5,3,male,28,2,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-107678
338,190,461733,338,south - rural,south - rural,south,rural,14,4,male,67,5,public tap/standpipe,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-84377
338,225,461733,338,south - rural,south - rural,south,rural,5,0,female,64,5,unprotected spring,pit latrine with slab,no,no,no,no,no,no,no,poorer,-87896
338,280,461733,338,south - rural,south - rural,south,rural,8,2,male,33,4,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-80568
338,311,461733,338,south - rural,south - rural,south,rural,13,2,female,75,2,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-105039
338,436,461733,338,south - rural,south - rural,south,rural,18,5,male,59,5,unprotected spring,pit latrine with slab,no,no,no,no,no,no,no,poorest,-126525
338,482,461733,338,south - rural,south - rural,south,rural,16,5,male,61,3,unprotected spring,pit latrine without slab/open pit,no,yes,yes,no,no,yes,no,middle,-63764
338,548,461733,338,south - rural,south - rural,south,rural,11,1,male,64,6,protected spring,pit latrine with slab,no,no,no,no,no,no,no,poorer,-90506
338,614,461733,338,south - rural,south - rural,south,rural,13,4,male,47,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-81411
338,819,461733,338,south - rural,south - rural,south,rural,8,1,male,54,5,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-111211
338,820,461733,338,south - rural,south - rural,south,rural,3,1,male,don't know,1,public tap/standpipe,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-128188
338,826,461733,338,south - rural,south - rural,south,rural,19,2,male,58,4,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-101648
338,871,461733,338,south - rural,south - rural,south,rural,5,1,female,45,2,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-94808
338,880,461733,338,south - rural,south - rural,south,rural,6,0,male,81,1,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-106163
338,953,461733,338,south - rural,south - rural,south,rural,4,1,female,36,3,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-123731
338,1013,461733,338,south - rural,south - rural,south,rural,8,2,male,33,2,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-112564
338,1018,461733,338,south - rural,south - rural,south,rural,8,0,male,45,3,tube well or borehole,no facility/bush/field,no,no,no,no,no,no,no,poorest,-126816
338,1026,461733,338,south - rural,south - rural,south,rural,11,3,female,50,3,unprotected spring,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-104144
338,1055,461733,338,south - rural,south - rural,south,rural,6,2,male,29,1,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-117759
338,1081,461733,338,south - rural,south - rural,south,rural,12,0,male,62,5,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-96784
338,1088,461733,338,south - rural,south - rural,south,rural,7,2,female,67,3,public tap/standpipe,pit latrine without slab/open pit,no,yes,no,no,no,no,no,middle,-50362
338,1118,461733,338,south - rural,south - rural,south,rural,10,2,male,54,3,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-110850
338,1162,461733,338,south - rural,south - rural,south,rural,7,3,male,25,1,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-128358
338,1175,461733,338,south - rural,south - rural,south,rural,10,1,male,53,3,tube well or borehole,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-94680
338,1206,461733,338,south - rural,south - rural,south,rural,10,3,male,37,3,unprotected spring,pit latrine without slab/open pit,no,no,yes,no,no,yes,no,poorer,-80121
338,1207,461733,338,south - rural,south - rural,south,rural,9,2,male,54,6,tube well or borehole,pit latrine with slab,no,yes,no,no,no,yes,no,poorer,-92240
339,14,362424,339,west - rural,west - rural,west,rural,7,1,male,38,4,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,no,yes,no,no,no,yes,no,poorer,-79746
339,23,362424,339,west - rural,west - rural,west,rural,7,2,male,41,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-109046
339,31,362424,339,west - rural,west - rural,west,rural,8,2,male,70,2,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-96215
339,55,362424,339,west - rural,west - rural,west,rural,6,0,male,66,4,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-98879
339,119,362424,339,west - rural,west - rural,west,rural,6,1,male,42,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,no,yes,yes,no,no,yes,no,middle,-34386
339,181,362424,339,west - rural,west - rural,west,rural,3,0,female,64,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-111590
339,189,362424,339,west - rural,west - rural,west,rural,7,2,male,28,4,public tap/standpipe,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-85660
339,209,362424,339,west - rural,west - rural,west,rural,7,2,male,42,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-102999
339,268,362424,339,west - rural,west - rural,west,rural,6,3,male,32,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-95479
339,333,362424,339,west - rural,west - rural,west,rural,10,3,male,47,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,yes,yes,yes,no,no,yes,no,richer,6839
339,396,362424,339,west - rural,west - rural,west,rural,3,0,male,36,3,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-93903
339,397,362424,339,west - rural,west - rural,west,rural,7,1,male,75,4,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-99055
339,421,362424,339,west - rural,west - rural,west,rural,8,2,male,50,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorest,-121706
339,433,362424,339,west - rural,west - rural,west,rural,5,1,male,43,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-76092
339,494,362424,339,west - rural,west - rural,west,rural,9,4,male,40,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-98952
339,587,362424,339,west - rural,west - rural,west,rural,8,1,male,59,5,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,no,no,no,no,no,no,no,poorest,-112505
339,647,362424,339,west - rural,west - rural,west,rural,3,0,female,79,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-102874
339,667,362424,339,west - rural,west - rural,west,rural,8,3,male,42,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-98748
339,685,362424,339,west - rural,west - rural,west,rural,6,1,female,60,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-92473
339,755,362424,339,west - rural,west - rural,west,rural,8,3,male,65,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,no,no,poorer,-88589
339,775,362424,339,west - rural,west - rural,west,rural,7,2,male,53,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,no,yes,no,poorer,-98769
339,898,362424,339,west - rural,west - rural,west,rural,1,0,male,59,1,unprotected spring,pit latrine with slab,no,yes,no,no,no,no,no,middle,-28581
339,906,362424,339,west - rural,west - rural,west,rural,2,0,female,60,3,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,no,no,no,no,no,no,no,poorer,-73971
339,1003,362424,339,west - rural,west - rural,west,rural,2,0,female,71,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-103413
339,1008,362424,339,west - rural,west - rural,west,rural,4,1,male,70,1,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-106734
339,1009,362424,339,west - rural,west - rural,west,rural,5,1,female,85,2,unprotected spring,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-101094
339,1110,362424,339,west - rural,west - rural,west,rural,8,2,male,68,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-90496
339,1207,362424,339,west - rural,west - rural,west,rural,10,1,female,78,6,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,no,yes,no,no,yes,no,no,middle,-63638
341,45,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,11,4,male,66,5,tube well or borehole,pit latrine with slab,yes,no,no,yes,no,yes,no,middle,-15061
341,199,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,7,1,male,38,2,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-119374
341,245,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,1,0,male,45,1,unprotected well,pit latrine with slab,yes,yes,no,no,no,no,yes,richer,28435
341,267,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,1,0,male,44,1,protected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-72385
341,276,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,4,2,male,31,1,tube well or borehole,pit latrine with slab,yes,yes,no,no,no,no,no,middle,-26263
341,336,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,15,4,male,52,6,tube well or borehole,hanging toilet/latrine,yes,yes,yes,yes,no,no,no,richer,7801
341,364,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,4,0,male,44,1,protected spring,pit latrine with slab,yes,no,no,no,no,yes,no,middle,-62372
341,409,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,9,4,male,40,2,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,middle,-47696
341,469,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,35,11,male,57,9,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,yes,no,no,no,no,yes,no,poorer,-97166
341,629,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,3,1,male,38,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,yes,no,no,poorest,-113306
341,645,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,5,2,male,35,1,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,no,no,yes,no,middle,-48637
341,708,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,3,0,male,76,2,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,no,no,middle,-50978
341,719,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,5,1,male,33,2,unprotected well,pit latrine without slab/open pit,yes,no,yes,yes,no,no,no,middle,-44081
341,755,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,4,1,male,28,2,unprotected well,pit latrine without slab/open pit,yes,yes,yes,no,no,no,no,middle,-56176
341,776,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,1,0,female,50,1,tube well or borehole,hanging toilet/latrine,no,no,no,no,no,no,no,middle,-61241
341,777,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,6,1,male,42,3,unprotected well,pit latrine without slab/open pit,yes,no,no,no,no,no,no,poorest,-110552
341,784,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,2,0,male,39,1,tube well or borehole,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorer,-80596
341,852,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,3,0,male,45,2,unprotected well,pit latrine without slab/open pit,no,no,no,no,no,yes,no,poorer,-79956
341,913,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,8,3,male,45,2,tube well or borehole,hanging toilet/latrine,no,no,no,no,no,no,no,poorer,-99994
341,973,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,12,3,male,55,4,public tap/standpipe,hanging toilet/latrine,yes,no,no,no,no,no,no,poorer,-70799
341,978,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,4,1,male,62,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,yes,no,middle,-14105
341,1005,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,7,2,male,41,1,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,no,no,yes,no,middle,-53901
341,1030,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,4,0,male,61,2,tube well or borehole,hanging toilet/latrine,no,no,no,no,no,no,no,poorer,-90621
341,1067,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,3,1,female,56,2,public tap/standpipe,hanging toilet/latrine,no,no,no,no,no,no,no,poorer,-89170
341,1093,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,6,2,male,54,4,tube well or borehole,pit latrine without slab/open pit,yes,yes,yes,yes,no,no,yes,richer,41735
341,1128,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,3,0,male,25,2,tube well or borehole,pit latrine without slab/open pit,yes,no,yes,no,no,yes,no,richer,57821
341,1166,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,9,2,male,62,3,unprotected well,no facility/bush/field,no,no,no,no,no,no,no,poorest,-120903
341,1191,1246026,341,centre - urural,centre - urural,centre (without yaounde),rural,1,0,female,43,1,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,no,no,middle,-43506
342,15,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,8,2,male,43,2,unprotected well,pit latrine with slab,yes,no,yes,no,no,yes,no,middle,-15067
342,73,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,female,68,1,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,no,yes,no,richer,17521
342,80,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,34,1,tube well or borehole,composting toilet,yes,yes,no,no,no,yes,no,middle,-38296
342,194,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,5,0,male,68,3,protected well,pit latrine with slab,no,yes,no,no,yes,no,no,poorer,-73874
342,202,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,4,1,male,33,2,protected well,pit latrine with slab,yes,yes,yes,no,yes,yes,no,richest,94977
342,245,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,27,4,male,70,15,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,yes,richer,76730
342,269,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,4,1,male,32,1,protected well,pit latrine with slab,no,no,no,no,no,no,no,middle,-54822
342,286,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,5,1,male,35,2,protected well,pit latrine with slab,yes,no,no,no,no,yes,no,middle,-46377
342,308,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,7,2,male,37,2,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine without slab/open pit,yes,no,yes,no,no,no,no,middle,-42359
342,348,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,5,1,male,57,2,protected well,pit latrine without slab/open pit,yes,no,no,no,no,no,no,poorer,-75621
342,383,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,5,0,female,42,4,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,no,no,richer,45868
342,437,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,20,1,public tap/standpipe,pit latrine with slab,yes,yes,no,no,no,no,no,middle,-19744
342,495,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,7,1,female,23,3,tube well or borehole,pit latrine with slab,yes,yes,yes,no,no,no,no,middle,-5656
342,734,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,8,0,male,67,1,tube well or borehole,pit latrine with slab,no,no,no,no,yes,no,no,middle,-63369
342,875,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,3,1,male,24,1,protected well,pit latrine with slab,yes,yes,yes,no,no,yes,no,middle,-28818
342,947,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,4,0,male,67,3,tube well or borehole,pit latrine with slab,yes,yes,yes,yes,yes,yes,no,richer,49636
342,1012,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,5,0,male,31,3,tube well or borehole,pit latrine with slab,no,yes,no,no,no,yes,no,poorer,-86830
342,1028,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,6,3,male,45,2,protected well,pit latrine without slab/open pit,no,no,no,no,no,no,no,poorest,-117595
342,1050,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,28,1,tube well or borehole,pit latrine with slab,yes,yes,no,no,no,no,no,middle,-64565
342,1117,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,15,1,male,80,7,tube well or borehole,pit latrine with slab,yes,no,no,no,no,yes,no,middle,-45728
342,1124,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,9,1,male,77,3,tube well or borehole,pit latrine with slab,yes,no,no,no,yes,no,no,poorer,-80537
342,1127,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,41,1,tube well or borehole,flush to septic tank,yes,no,no,no,no,no,no,middle,2808
342,1132,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,14,0,male,60,5,tube well or borehole,pit latrine with slab,no,yes,yes,no,yes,yes,no,richer,46527
342,1141,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,2,0,female,80,1,tube well or borehole,pit latrine with slab,yes,no,no,no,no,no,no,poorer,-79350
342,1144,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,1,0,male,31,1,tube well or borehole,pit latrine with slab,yes,no,yes,no,no,yes,no,richer,29042
342,1156,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,7,1,male,45,3,tube well or borehole,pit latrine with slab,yes,no,yes,no,yes,no,no,middle,-34049
342,1177,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,10,2,male,48,3,protected well,pit latrine with slab,yes,no,no,no,no,yes,no,middle,-35051
342,1184,605864,342,adamaoua - rural,adamaoua - rural,adamawa,rural,12,3,male,57,4,tube well or borehole,pit latrine without slab/open pit,yes,no,no,no,no,no,no,poorest,-117510
343,16,715942,343,douala,douala,douala,urban,3,1,male,40,1,sachet water,flush to piped sewer system,yes,yes,yes,no,yes,no,no,richest,158917
343,53,715942,343,douala,douala,douala,urban,3,1,male,37,1,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,198666
343,108,715942,343,douala,douala,douala,urban,3,0,male,49,3,bottled water,flush to septic tank,yes,yes,yes,yes,no,no,yes,richest,258774
343,186,715942,343,douala,douala,douala,urban,7,1,male,42,4,bottled water,flush to septic tank,yes,yes,yes,yes,no,no,no,richest,225383
343,214,715942,343,douala,douala,douala,urban,4,0,female,25,2,bottled water,flush to septic tank,yes,no,yes,yes,no,no,no,richest,202971
343,249,715942,343,douala,douala,douala,urban,2,0,female,63,1,piped into dwelling,pit latrine with slab,yes,no,no,no,no,no,no,richer,59959
343,389,715942,343,douala,douala,douala,urban,3,1,female,24,2,tube well or borehole,pit latrine with slab,yes,no,yes,yes,no,no,no,richest,100888
343,476,715942,343,douala,douala,douala,urban,1,0,male,24,1,bottled water,pit latrine without slab/open pit,yes,no,yes,no,no,yes,no,richest,97903
343,489,715942,343,douala,douala,douala,urban,5,0,male,65,2,piped into dwelling,flush to septic tank,yes,no,yes,yes,no,no,no,richest,180704
343,516,715942,343,douala,douala,douala,urban,3,0,male,53,2,tube well or borehole,flush to septic tank,yes,no,yes,no,no,no,no,richest,107402
343,517,715942,343,douala,douala,douala,urban,4,0,male,61,3,piped into dwelling,flush to piped sewer system,yes,no,yes,yes,no,no,no,richest,226783
343,544,715942,343,douala,douala,douala,urban,6,0,male,37,2,piped to neighbor,pit latrine with slab,yes,no,yes,yes,no,no,no,richest,142117
343,573,715942,343,douala,douala,douala,urban,6,0,male,64,3,piped into dwelling,flush to septic tank,yes,no,yes,yes,no,no,yes,richest,233860
343,631,715942,343,douala,douala,douala,urban,2,0,female,25,1,piped into dwelling,flush to septic tank,yes,no,yes,yes,no,no,yes,richest,228628
343,649,715942,343,douala,douala,douala,urban,8,2,male,32,5,piped into dwelling,flush to septic tank,yes,yes,yes,yes,no,yes,yes,richest,232892
343,669,715942,343,douala,douala,douala,urban,7,1,male,40,2,tube well or borehole,pit latrine with slab,yes,no,yes,yes,no,no,yes,richest,104557
343,729,715942,343,douala,douala,douala,urban,4,1,male,31,1,piped to yard/plot,pit latrine with slab,yes,no,no,yes,no,yes,no,richer,53207
343,758,715942,343,douala,douala,douala,urban,2,0,male,34,1,piped into dwelling,flush to septic tank,yes,no,yes,no,no,no,no,richest,114099
343,851,715942,343,douala,douala,douala,urban,1,0,male,31,1,piped to yard/plot,pit latrine with slab,yes,no,no,no,no,no,no,middle,-4288
343,861,715942,343,douala,douala,douala,urban,2,0,female,30,1,piped to yard/plot,flush to septic tank,yes,no,yes,no,no,no,no,richest,112929
343,985,715942,343,douala,douala,douala,urban,4,0,female,33,1,bottled water,flush to piped sewer system,yes,yes,yes,yes,no,no,no,richest,243534
343,1101,715942,343,douala,douala,douala,urban,6,0,male,47,2,piped to yard/plot,pit latrine with slab,yes,no,yes,yes,no,no,no,richer,26740
343,1103,715942,343,douala,douala,douala,urban,1,0,male,33,1,piped to yard/plot,flush to septic tank,yes,no,yes,yes,no,no,yes,richest,194948
343,1117,715942,343,douala,douala,douala,urban,1,0,male,40,1,bottled water,flush to septic tank,yes,no,yes,no,no,no,yes,richest,103194
343,1120,715942,343,douala,douala,douala,urban,1,0,male,27,1,public tap/standpipe,pit latrine with slab,yes,no,yes,no,no,no,no,richer,72018
343,1135,715942,343,douala,douala,douala,urban,6,2,male,46,2,piped into dwelling,flush to septic tank,yes,no,yes,yes,no,no,no,richest,159508
343,1188,715942,343,douala,douala,douala,urban,3,0,female,44,3,bottled water,flush to septic tank,yes,yes,yes,yes,no,no,yes,richest,280435
344,23,985176,344,adamaoua - rural,adamaoua - rural,adamawa,rural,6,2,male,26,1,unprotected well,pit latrine with slab,no,no,no,no,no,yes,no,poorer,-67864
