cluster_id,menage_id,ligne,lien_chef,residence,dormi_nuit,sexe,age,niveau_educ,annees_ecole,scolarise,quintile
435,1036,1,head,yes,yes,male,52,secondary,13,no,poorer
435,1036,2,wife or husband,yes,yes,female,37,primary,6,no,poorer
435,1036,3,son/daughter,yes,yes,female,3,"no education, preschool",0,no,poorer
435,1036,4,son/daughter,yes,yes,female,1,"no education, preschool",0,no,poorer
435,1069,1,head,yes,yes,male,63,secondary,10,no,poorer
435,1069,2,wife or husband,yes,yes,female,56,primary,6,no,poorer
435,1069,3,son/daughter,yes,yes,male,38,secondary,10,no,poorer
435,1069,4,son/daughter,yes,yes,female,18,secondary,12,no,poorer
435,1069,5,son/daughter,yes,yes,female,23,secondary,11,no,poorer
435,1069,6,son/daughter-in-law,yes,yes,female,34,primary,6,no,poorer
435,1069,7,grandchild,yes,yes,female,15,secondary,9,attended at some time,poorer
435,1069,8,grandchild,yes,yes,female,10,primary,4,attended at some time,poorer
435,1069,9,grandchild,yes,yes,male,6,primary,2,attended at some time,poorer
435,1069,10,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,poorer
435,1069,11,other relative,yes,yes,male,20,secondary,6,no,poorer
435,1073,1,head,yes,yes,male,51,secondary,12,no,poorer
435,1073,2,brother/sister,yes,yes,female,54,secondary,7,no,poorer
435,1073,3,parent,yes,yes,female,74,primary,6,no,poorer
435,1073,4,other relative,yes,yes,female,15,primary,5,attended at some time,poorer
435,1073,5,other relative,yes,yes,male,12,primary,5,attended at some time,poorer
435,1073,6,other relative,yes,yes,male,10,primary,2,attended at some time,poorer
435,1073,7,other relative,yes,yes,male,64,secondary,9,no,poorer
435,1099,1,head,yes,yes,male,44,secondary,6,no,middle
435,1099,2,wife or husband,yes,yes,female,42,primary,5,no,middle
435,1099,3,son/daughter,yes,yes,male,20,secondary,7,no,middle
435,1099,4,son/daughter,yes,yes,female,15,primary,4,attended at some time,middle
435,1099,5,son/daughter,yes,yes,male,12,primary,4,attended at some time,middle
435,1099,6,son/daughter,yes,yes,female,8,primary,1,attended at some time,middle
435,1099,7,son/daughter,yes,yes,female,0,"no education, preschool",0,no,middle
435,1099,8,brother/sister,yes,yes,male,33,secondary,12,no,middle
435,1099,9,other relative,yes,yes,female,21,secondary,10,no,middle
435,1099,10,other relative,yes,yes,female,1,"no education, preschool",0,no,middle
435,1099,11,other relative,yes,yes,male,0,"no education, preschool",0,no,middle
435,1148,1,head,yes,yes,male,87,primary,6,no,poorer
435,1148,2,wife or husband,yes,yes,female,72,"no education, preschool",0,no,poorer
435,1148,3,wife or husband,yes,yes,female,90,"no education, preschool",0,no,poorer
435,1148,4,grandchild,yes,yes,male,27,secondary,12,no,poorer
435,1156,1,head,yes,yes,male,50,secondary,10,no,middle
435,1156,2,wife or husband,yes,yes,female,43,primary,6,no,middle
435,1156,3,son/daughter,yes,yes,male,28,secondary,9,no,middle
435,1156,4,son/daughter,yes,yes,female,10,primary,2,attended at some time,middle
435,1156,5,son/daughter,yes,yes,male,7,primary,1,attended at some time,middle
435,1156,6,grandchild,yes,yes,male,4,"no education, preschool",0,attended at some time,middle
436,82,1,head,yes,no,male,24,secondary,11,no,richest
436,82,2,wife or husband,yes,yes,female,20,secondary,11,no,richest
436,82,3,brother/sister,no,yes,female,16,secondary,8,attended at some time,richest
436,82,4,brother/sister,no,yes,female,10,primary,4,attended at some time,richest
436,82,5,brother/sister,no,yes,male,3,"no education, preschool",0,attended at some time,richest
436,99,1,head,yes,yes,male,53,secondary,11,no,richer
436,132,1,head,yes,yes,male,29,secondary,9,no,richest
436,132,2,wife or husband,yes,yes,female,24,secondary,10,no,richest
436,132,3,son/daughter,yes,yes,male,6,primary,1,attended at some time,richest
436,132,4,son/daughter,yes,yes,female,3,"no education, preschool",0,no,richest
436,132,5,son/daughter,yes,yes,female,1,"no education, preschool",0,no,richest
436,141,1,head,yes,yes,male,46,secondary,10,no,middle
436,193,1,head,yes,yes,male,43,secondary,11,no,richer
436,193,2,wife or husband,yes,yes,female,33,secondary,8,no,richer
436,193,3,son/daughter,yes,yes,male,18,secondary,8,no,richer
436,193,4,son/daughter,yes,yes,male,15,secondary,9,attended at some time,richer
436,193,5,son/daughter,yes,yes,male,13,secondary,7,attended at some time,richer
436,193,6,son/daughter,yes,yes,female,2,"no education, preschool",0,no,richer
436,193,7,son/daughter,yes,yes,female,10,primary,5,attended at some time,richer
436,253,1,head,yes,yes,female,48,secondary,10,no,richer
436,253,2,son/daughter,yes,yes,female,19,higher,13,attended at some time,richer
436,253,3,grandchild,yes,yes,male,9,primary,3,attended at some time,richer
436,253,4,son/daughter,no,yes,female,22,secondary,13,no,richer
436,253,5,grandchild,no,yes,female,5,"no education, preschool",0,attended at some time,richer
436,356,1,head,yes,yes,male,27,primary,6,no,richer
436,356,2,wife or husband,yes,yes,female,24,secondary,8,no,richer
436,356,3,son/daughter,yes,no,female,6,primary,1,attended at some time,richer
436,356,4,son/daughter,yes,no,female,5,"no education, preschool",0,attended at some time,richer
436,356,5,brother/sister,yes,yes,male,30,primary,6,no,richer
436,371,1,head,yes,no,male,26,primary,6,no,richer
436,371,2,wife or husband,yes,no,female,22,secondary,11,attended at some time,richer
436,371,3,brother/sister,yes,no,male,22,primary,6,no,richer
436,371,4,brother/sister,yes,no,male,20,secondary,10,no,richer
436,371,5,brother/sister,yes,yes,male,15,secondary,7,attended at some time,richer
436,371,6,brother/sister,yes,yes,female,9,primary,2,attended at some time,richer
436,371,7,other relative,yes,yes,female,9,primary,3,attended at some time,richer
436,371,8,parent,yes,yes,female,50,primary,4,no,richer
436,493,1,head,yes,yes,female,52,primary,6,no,richest
436,493,2,son/daughter,no,yes,female,28,higher,14,no,richest
436,493,3,son/daughter,no,yes,female,21,higher,14,attended at some time,richest
436,493,4,son/daughter,yes,yes,male,15,secondary,8,attended at some time,richest
436,493,5,grandchild,yes,yes,female,12,primary,6,attended at some time,richest
436,493,6,grandchild,yes,yes,female,11,primary,6,attended at some time,richest
436,493,7,grandchild,yes,yes,male,9,primary,3,attended at some time,richest
436,493,8,grandchild,yes,yes,male,5,primary,1,attended at some time,richest
436,493,9,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,richest
436,493,10,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,richest
436,493,11,grandchild,no,yes,female,0,"no education, preschool",0,no,richest
436,500,1,head,yes,yes,male,47,secondary,13,no,richer
436,500,2,wife or husband,yes,yes,female,29,secondary,11,no,richer
436,500,3,son/daughter,yes,yes,female,16,secondary,11,attended at some time,richer
436,500,4,not related,yes,yes,female,13,secondary,8,attended at some time,richer
436,500,5,son/daughter,yes,yes,male,10,primary,6,attended at some time,richer
436,500,6,son/daughter,yes,yes,male,8,primary,4,attended at some time,richer
436,500,7,son/daughter,yes,yes,female,4,"no education, preschool",0,attended at some time,richer
436,573,1,head,yes,yes,male,59,secondary,don't know,no,richer
436,573,2,wife or husband,yes,yes,female,62,primary,5,no,richer
436,573,3,son/daughter,no,yes,female,28,primary,4,no,richer
436,573,4,grandchild,no,yes,female,0,"no education, preschool",0,no,richer
436,573,5,grandchild,no,yes,female,4,"no education, preschool",0,attended at some time,richer
436,573,6,grandchild,no,yes,female,2,"no education, preschool",0,no,richer
436,573,7,grandchild,yes,no,male,8,primary,3,attended at some time,richer
436,599,1,head,yes,yes,male,29,secondary,10,no,richer
436,599,2,wife or husband,yes,yes,female,28,secondary,11,no,richer
436,599,3,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,richer
436,599,4,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
436,599,5,other relative,yes,yes,female,75,primary,2,no,richer
436,599,6,brother/sister,no,yes,female,19,secondary,10,attended at some time,richer
436,616,1,head,yes,yes,male,47,primary,6,no,richer
436,616,2,wife or husband,yes,yes,female,47,secondary,9,no,richer
436,616,3,son/daughter,yes,yes,female,19,secondary,11,attended at some time,richer
436,616,4,son/daughter,yes,yes,female,17,secondary,9,attended at some time,richer
436,616,5,son/daughter,yes,yes,male,13,primary,6,attended at some time,richer
436,616,6,son/daughter,yes,yes,male,22,secondary,11,no,richer
436,616,7,son/daughter,yes,yes,female,9,primary,3,attended at some time,richer
436,633,1,head,yes,no,male,63,secondary,8,no,richer
436,633,2,wife or husband,yes,no,female,53,secondary,11,no,richer
436,633,3,son/daughter,yes,yes,male,27,higher,16,no,richer
436,633,4,son/daughter,yes,no,male,21,secondary,13,no,richer
436,633,5,son/daughter,yes,yes,female,23,secondary,12,no,richer
436,633,6,grandchild,yes,yes,female,17,secondary,10,attended at some time,richer
436,633,7,other relative,yes,no,female,21,secondary,9,attended at some time,richer
436,633,8,grandchild,yes,no,male,6,primary,1,attended at some time,richer
436,633,9,grandchild,yes,yes,male,4,"no education, preschool",0,attended at some time,richer
436,633,10,son/daughter,yes,no,female,15,secondary,9,attended at some time,richer
436,633,11,son/daughter,yes,no,male,16,secondary,12,attended at some time,richer
436,633,12,grandchild,yes,yes,female,0,"no education, preschool",0,no,richer
436,633,13,grandchild,yes,yes,male,4,"no education, preschool",0,no,richer
436,650,1,head,yes,no,male,46,secondary,8,no,richest
436,650,2,wife or husband,yes,yes,female,30,secondary,9,no,richest
436,650,3,son/daughter,yes,yes,male,11,primary,3,attended at some time,richest
436,650,4,son/daughter,yes,yes,female,8,primary,3,attended at some time,richest
436,650,5,parent,yes,no,female,64,don't know,don't know,no,richest
436,664,1,head,yes,yes,male,37,secondary,7,no,richer
436,664,2,wife or husband,yes,yes,female,29,secondary,8,no,richer
436,664,3,son/daughter,yes,yes,female,13,secondary,8,attended at some time,richer
436,664,4,son/daughter,yes,yes,male,8,primary,4,attended at some time,richer
436,664,5,son/daughter,yes,yes,male,14,secondary,8,attended at some time,richer
436,664,6,son/daughter,yes,no,male,3,"no education, preschool",0,attended at some time,richer
436,727,1,head,yes,no,male,64,secondary,13,no,richest
436,727,2,wife or husband,yes,yes,female,60,higher,15,no,richest
436,727,3,grandchild,yes,yes,male,12,secondary,8,attended at some time,richest
436,732,1,head,yes,yes,male,38,secondary,13,no,richer
436,732,2,wife or husband,yes,yes,female,27,primary,6,no,richer
436,732,3,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,richer
436,732,4,son/daughter,yes,yes,female,2,"no education, preschool",0,no,richer
436,732,5,son/daughter,yes,no,male,13,secondary,7,attended at some time,richer
436,732,6,son/daughter,yes,no,male,8,primary,4,attended at some time,richer
436,894,1,head,yes,yes,male,33,secondary,10,no,richer
436,894,2,wife or husband,yes,yes,female,25,don't know,don't know,no,richer
436,894,3,son/daughter,yes,yes,male,10,primary,3,attended at some time,richer
436,894,4,son/daughter,yes,yes,female,7,primary,2,attended at some time,richer
436,894,5,son/daughter,yes,yes,male,4,"no education, preschool",0,attended at some time,richer
436,894,6,other relative,yes,yes,male,8,primary,2,attended at some time,richer
436,894,7,other relative,yes,yes,female,2,"no education, preschool",0,no,richer
436,894,8,brother/sister,yes,yes,male,20,secondary,8,no,richer
436,894,9,brother/sister,yes,yes,female,28,secondary,9,no,richer
436,894,10,other relative,yes,yes,male,20,secondary,9,no,richer
436,894,11,brother/sister,yes,yes,female,24,secondary,10,no,richer
436,924,1,head,yes,yes,female,40,secondary,10,no,middle
436,924,2,son/daughter,yes,yes,female,24,primary,6,no,middle
436,924,3,son/daughter,yes,yes,female,21,primary,6,no,middle
436,924,4,son/daughter,yes,yes,female,20,secondary,9,no,middle
436,924,5,son/daughter,yes,yes,male,7,primary,1,attended at some time,middle
436,924,6,son/daughter,yes,yes,male,3,"no education, preschool",0,no,middle
436,924,7,parent,yes,yes,female,72,primary,1,no,middle
436,924,8,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,middle
436,924,9,grandchild,yes,yes,female,3,"no education, preschool",0,no,middle
436,924,10,grandchild,yes,yes,male,2,"no education, preschool",0,no,middle
436,924,11,grandchild,yes,yes,female,0,"no education, preschool",0,no,middle
436,981,1,head,yes,yes,male,28,secondary,13,no,richest
436,1035,1,head,yes,yes,male,40,secondary,7,no,richer
436,1035,2,wife or husband,yes,yes,female,39,secondary,9,no,richer
436,1045,1,head,yes,yes,male,59,higher,16,no,richest
436,1045,2,wife or husband,yes,yes,female,58,secondary,13,no,richest
436,1045,3,son/daughter,yes,yes,female,35,secondary,12,no,richest
436,1045,4,son/daughter,yes,yes,male,29,secondary,12,no,richest
436,1045,5,son/daughter,yes,yes,female,24,higher,16,attended at some time,richest
436,1045,6,son/daughter,yes,yes,male,22,higher,17,attended at some time,richest
436,1045,7,son/daughter,yes,yes,female,20,secondary,11,attended at some time,richest
436,1045,8,son/daughter,yes,yes,female,20,secondary,12,attended at some time,richest
436,1045,9,son/daughter,yes,yes,female,12,secondary,7,attended at some time,richest
436,1045,10,grandchild,yes,yes,female,3,"no education, preschool",0,attended at some time,richest
436,1045,11,brother/sister,no,yes,female,54,secondary,8,no,richest
436,1045,12,other relative,no,yes,male,59,don't know,don't know,no,richest
436,1045,13,not related,no,yes,female,25,secondary,11,no,richest
436,1045,14,other relative,yes,yes,male,26,don't know,don't know,no,richest
436,1046,1,head,yes,yes,female,37,don't know,don't know,no,richest
436,1046,2,son/daughter,yes,yes,male,19,secondary,12,attended at some time,richest
436,1046,3,son/daughter,yes,yes,male,12,secondary,7,attended at some time,richest
436,1046,4,son/daughter,yes,no,female,5,primary,1,attended at some time,richest
436,1046,5,son/daughter,yes,no,female,3,"no education, preschool",0,attended at some time,richest
436,1062,1,head,yes,yes,male,30,secondary,13,no,richer
436,1062,2,wife or husband,yes,yes,female,24,secondary,10,no,richer
436,1062,3,brother/sister,yes,yes,female,23,secondary,11,no,richer
436,1062,4,parent,yes,yes,female,55,don't know,don't know,no,richer
436,1106,1,head,yes,yes,female,32,secondary,12,no,richest
436,1106,2,son/daughter,yes,yes,male,11,primary,6,attended at some time,richest
436,1106,3,son/daughter,yes,yes,female,3,"no education, preschool",0,no,richest
436,1119,1,head,yes,yes,male,32,primary,6,no,richer
436,1119,2,wife or husband,yes,yes,female,32,secondary,13,no,richer
436,1119,3,not related,no,yes,female,11,secondary,7,attended at some time,richer
436,1119,4,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richer
436,1191,1,head,yes,yes,female,37,secondary,7,no,richer
436,1191,2,son/daughter,yes,yes,male,15,secondary,10,attended at some time,richer
436,1191,3,son/daughter,yes,yes,female,11,primary,6,attended at some time,richer
437,17,1,head,yes,no,female,66,"no education, preschool",0,no,middle
437,17,2,other relative,yes,yes,female,46,don't know,don't know,no,middle
437,17,3,other relative,yes,yes,female,34,primary,4,no,middle
437,17,4,other relative,yes,yes,female,30,secondary,11,no,middle
437,17,5,other relative,yes,yes,female,27,secondary,12,no,middle
437,17,6,other relative,yes,yes,female,8,primary,4,attended at some time,middle
437,18,1,head,yes,yes,male,32,secondary,13,no,richer
437,76,1,head,yes,yes,male,35,don't know,don't know,no,richer
437,76,2,wife or husband,yes,yes,female,29,secondary,9,no,richer
437,76,3,son/daughter,yes,yes,female,9,primary,3,attended at some time,richer
437,76,4,son/daughter,yes,yes,male,5,"no education, preschool",0,attended at some time,richer
437,76,5,son/daughter,yes,yes,female,2,"no education, preschool",0,no,richer
437,76,6,other relative,yes,yes,male,23,secondary,9,no,richer
437,104,1,head,yes,yes,male,28,secondary,10,no,richest
437,104,2,wife or husband,yes,yes,female,23,secondary,9,no,richest
437,104,3,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richest
437,104,4,brother/sister,yes,yes,male,19,don't know,don't know,no,richest
437,122,1,head,yes,yes,male,45,secondary,10,no,richer
437,122,2,son/daughter,yes,no,female,13,primary,6,attended at some time,richer
437,122,3,son/daughter,yes,no,female,11,primary,5,attended at some time,richer
437,142,1,head,yes,no,male,38,secondary,10,no,richer
437,142,2,wife or husband,yes,yes,female,32,secondary,10,no,richer
437,142,3,son/daughter,yes,yes,male,13,secondary,8,attended at some time,richer
437,142,4,son/daughter,yes,yes,female,7,primary,2,attended at some time,richer
437,142,5,son/daughter,yes,yes,male,5,"no education, preschool",0,attended at some time,richer
437,142,6,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richer
437,142,7,other relative,yes,no,male,21,secondary,11,attended at some time,richer
437,142,8,brother/sister,yes,yes,female,15,primary,5,no,richer
437,142,9,not related,yes,yes,female,24,secondary,9,no,richer
437,244,1,head,yes,yes,male,48,secondary,12,no,richest
437,244,2,wife or husband,yes,yes,female,32,secondary,10,no,richest
437,244,3,son/daughter,yes,yes,male,14,secondary,7,attended at some time,richest
437,244,4,son/daughter,yes,no,female,11,primary,6,attended at some time,richest
437,244,5,son/daughter,yes,no,female,5,primary,4,attended at some time,richest
437,244,6,son/daughter,yes,no,female,2,"no education, preschool",0,no,richest
437,244,7,son/daughter,yes,no,male,2,"no education, preschool",0,no,richest
437,276,1,head,yes,yes,male,25,secondary,10,no,richer
437,358,1,head,yes,yes,female,25,secondary,11,no,middle
437,358,2,son/daughter,yes,yes,female,7,primary,4,attended at some time,middle
437,358,3,son/daughter,yes,yes,male,0,"no education, preschool",0,no,middle
437,358,4,other relative,yes,yes,female,70,"no education, preschool",0,no,middle
437,410,1,head,yes,yes,male,30,primary,4,no,middle
437,410,2,not related,yes,yes,male,28,primary,3,no,middle
437,504,1,head,yes,yes,male,38,primary,5,no,richer
437,504,2,wife or husband,yes,no,female,28,primary,5,no,richer
437,504,3,son/daughter,yes,no,female,8,primary,2,attended at some time,richer
437,504,4,son/daughter,yes,no,male,6,primary,1,attended at some time,richer
437,504,5,son/daughter,yes,no,female,4,"no education, preschool",0,no,richer
437,504,6,son/daughter,yes,no,female,1,"no education, preschool",0,no,richer
437,545,1,head,yes,no,female,29,secondary,10,no,richer
437,545,2,son/daughter,yes,yes,male,8,primary,2,attended at some time,richer
437,545,3,other relative,no,yes,male,5,"no education, preschool",0,no,richer
437,621,1,head,yes,yes,male,30,secondary,13,no,middle
437,621,2,brother/sister,no,yes,female,22,secondary,10,no,middle
437,647,1,head,yes,yes,male,25,higher,14,no,richest
437,647,2,wife or husband,yes,no,female,21,secondary,13,no,richest
437,647,3,son/daughter,yes,no,male,6,primary,1,attended at some time,richest
437,647,4,son/daughter,yes,no,male,4,"no education, preschool",0,no,richest
437,648,1,head,yes,yes,female,86,don't know,don't know,no,richer
437,648,2,other relative,yes,yes,female,55,primary,3,no,richer
437,648,3,other relative,yes,yes,male,35,secondary,7,no,richer
437,648,4,son/daughter,yes,yes,female,20,secondary,7,no,richer
437,648,5,other relative,yes,yes,female,32,don't know,don't know,no,richer
437,648,6,adopted/foster child,no,yes,female,14,secondary,9,attended at some time,richer
437,688,1,head,yes,yes,female,38,secondary,13,no,richest
437,688,2,brother/sister,yes,no,female,42,secondary,10,no,richest
437,688,3,other relative,yes,yes,female,25,secondary,13,no,richest
437,688,4,son/daughter,yes,yes,male,13,secondary,9,attended at some time,richest
437,688,5,son/daughter,yes,no,male,2,"no education, preschool",0,no,richest
437,688,6,other relative,no,yes,male,18,secondary,13,attended at some time,richest
437,733,1,head,yes,yes,male,27,higher,16,no,richest
437,733,2,wife or husband,yes,yes,female,19,secondary,11,no,richest
437,733,3,son/daughter,yes,yes,male,0,"no education, preschool",0,no,richest
437,733,4,brother/sister,yes,yes,male,29,higher,15,no,richest
437,733,5,other relative,yes,yes,male,19,secondary,13,attended at some time,richest
437,733,6,brother/sister,yes,yes,male,18,secondary,10,no,richest
437,733,7,brother/sister,yes,yes,male,26,higher,15,no,richest
437,836,1,head,yes,yes,male,40,primary,3,no,richer
437,836,2,wife or husband,yes,yes,female,32,primary,6,no,richer
437,836,3,son/daughter,yes,yes,female,11,primary,5,attended at some time,richer
437,836,4,son/daughter,yes,yes,male,9,primary,3,attended at some time,richer
437,836,5,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richer
437,836,6,son/daughter,yes,yes,male,0,"no education, preschool",0,no,richer
437,836,7,other relative,yes,yes,male,21,higher,14,attended at some time,richer
437,863,1,head,yes,yes,male,46,secondary,9,no,richer
437,863,2,wife or husband,yes,yes,female,39,secondary,9,no,richer
437,863,3,son/daughter,yes,yes,male,17,secondary,11,attended at some time,richer
437,863,4,son/daughter,yes,yes,female,14,secondary,10,attended at some time,richer
437,863,5,son/daughter,yes,yes,female,10,primary,6,attended at some time,richer
437,863,6,son/daughter,yes,yes,male,6,primary,2,attended at some time,richer
437,863,7,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,richer
437,865,1,head,yes,yes,female,50,don't know,don't know,no,middle
437,865,2,son/daughter,yes,no,female,25,secondary,13,no,middle
437,865,3,son/daughter,yes,no,male,27,higher,15,no,middle
437,868,1,head,yes,yes,male,38,higher,16,no,richest
437,868,2,wife or husband,yes,yes,female,34,primary,5,no,richest
437,868,3,son/daughter,yes,yes,male,7,primary,1,attended at some time,richest
437,870,1,head,yes,yes,male,35,primary,1,no,middle
437,870,2,wife or husband,yes,yes,female,28,primary,5,no,middle
437,870,3,son/daughter,yes,yes,female,4,"no education, preschool",0,no,middle
437,870,4,son/daughter,yes,yes,male,3,"no education, preschool",0,no,middle
437,870,5,son/daughter,yes,yes,male,2,"no education, preschool",0,no,middle
437,927,1,head,yes,yes,female,31,secondary,7,no,richer
437,927,2,wife or husband,yes,yes,male,35,secondary,7,no,richer
437,927,3,son/daughter,yes,yes,female,12,secondary,7,attended at some time,richer
437,927,4,son/daughter,yes,yes,male,7,primary,2,attended at some time,richer
437,927,5,son/daughter,yes,yes,female,5,primary,1,attended at some time,richer
437,927,6,son/daughter,yes,yes,male,2,"no education, preschool",0,no,richer
437,927,7,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
437,927,8,parent,yes,yes,female,68,primary,5,no,richer
437,972,1,head,yes,yes,female,25,secondary,11,no,middle
437,978,1,head,yes,yes,male,28,primary,5,no,middle
437,978,2,wife or husband,yes,yes,female,17,primary,5,no,middle
437,978,3,brother/sister,yes,yes,male,21,"no education, preschool",0,no,middle
437,978,4,brother/sister,yes,yes,male,30,primary,5,no,middle
437,978,5,brother/sister,yes,yes,male,22,primary,3,no,middle
437,978,6,brother/sister,yes,yes,male,30,primary,1,no,middle
437,1050,1,head,yes,yes,male,36,secondary,10,no,richer
437,1050,2,wife or husband,yes,yes,female,34,primary,5,no,richer
437,1050,3,son/daughter,yes,yes,female,13,secondary,7,attended at some time,richer
437,1050,4,son/daughter,yes,yes,male,8,primary,2,attended at some time,richer
437,1050,5,son/daughter,yes,yes,male,6,primary,1,attended at some time,richer
437,1050,6,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richer
437,1147,1,head,yes,yes,male,41,primary,1,no,richer
437,1147,2,wife or husband,yes,yes,female,39,secondary,11,no,richer
437,1147,3,son/daughter,yes,yes,male,12,secondary,8,attended at some time,richer
437,1147,4,son/daughter,yes,yes,female,10,primary,6,attended at some time,richer
437,1147,5,brother/sister,yes,yes,male,35,primary,6,no,richer
437,1147,6,brother/sister,yes,yes,male,30,primary,5,no,richer
437,1219,1,head,yes,yes,male,24,secondary,11,no,richest
437,1219,2,other relative,yes,yes,male,22,higher,14,attended at some time,richest
437,1219,3,other relative,yes,yes,male,22,secondary,12,attended at some time,richest
437,1219,4,other relative,yes,yes,male,23,secondary,11,attended at some time,richest
438,48,1,head,yes,yes,male,70,primary,3,no,middle
438,48,2,wife or husband,yes,yes,female,48,primary,5,no,middle
438,48,3,son/daughter,yes,yes,male,16,secondary,7,attended at some time,middle
438,48,4,son/daughter,yes,yes,female,13,secondary,8,attended at some time,middle
438,48,5,son/daughter,yes,yes,female,11,primary,4,attended at some time,middle
438,86,1,head,yes,yes,male,45,primary,6,no,richer
438,86,2,wife or husband,yes,yes,female,33,secondary,11,no,richer
438,86,3,adopted/foster child,yes,yes,male,18,secondary,12,attended at some time,richer
438,86,4,son/daughter,yes,yes,male,12,primary,6,attended at some time,richer
438,86,5,son/daughter,yes,yes,male,8,primary,2,attended at some time,richer
438,86,6,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,richer
438,86,7,son/daughter,yes,yes,male,3,"no education, preschool",0,no,richer
438,95,1,head,yes,no,female,68,"no education, preschool",0,no,poorer
438,95,2,son/daughter,yes,yes,female,20,secondary,10,no,poorer
438,95,3,son/daughter-in-law,yes,yes,male,29,secondary,10,no,poorer
438,95,4,grandchild,yes,yes,male,8,"no education, preschool",0,no,poorer
438,95,5,grandchild,yes,yes,female,3,"no education, preschool",0,no,poorer
438,95,6,grandchild,yes,yes,male,1,"no education, preschool",0,no,poorer
438,101,1,head,yes,yes,male,58,primary,6,no,middle
438,101,2,wife or husband,yes,yes,female,45,primary,6,no,middle
438,101,3,son/daughter,no,yes,female,22,primary,6,no,middle
438,101,4,son/daughter,yes,yes,female,19,secondary,9,attended at some time,middle
438,101,5,son/daughter,yes,yes,female,15,primary,6,attended at some time,middle
438,101,6,son/daughter,yes,yes,female,12,primary,4,attended at some time,middle
438,101,7,son/daughter,yes,yes,male,8,primary,2,attended at some time,middle
438,101,8,grandchild,no,yes,female,0,"no education, preschool",0,no,middle
438,115,1,head,yes,yes,female,40,primary,6,no,middle
438,115,2,wife or husband,no,yes,male,36,secondary,9,no,middle
438,115,3,son/daughter,yes,yes,female,15,secondary,7,attended at some time,middle
438,115,4,son/daughter,yes,yes,male,13,primary,4,attended at some time,middle
438,115,5,son/daughter,yes,yes,male,11,primary,3,attended at some time,middle
438,115,6,son/daughter,yes,yes,male,7,primary,1,attended at some time,middle
438,144,1,head,yes,yes,female,42,primary,6,no,middle
438,144,2,parent,yes,yes,female,83,primary,2,no,middle
438,155,1,head,yes,yes,male,45,"no education, preschool",0,no,middle
438,155,2,wife or husband,yes,yes,female,28,primary,6,no,middle
438,155,3,son/daughter,yes,yes,female,8,primary,1,attended at some time,middle
438,155,4,son/daughter,yes,yes,male,5,primary,1,attended at some time,middle
438,155,5,son/daughter,yes,yes,male,3,"no education, preschool",0,no,middle
438,155,6,son/daughter,yes,yes,female,0,"no education, preschool",0,no,middle
438,155,7,brother/sister,yes,yes,male,9,primary,2,attended at some time,middle
438,155,8,brother/sister,yes,yes,female,16,primary,6,no,middle
438,155,9,other relative,yes,yes,female,17,primary,6,no,middle
438,235,1,head,yes,yes,male,43,primary,6,no,middle
438,235,2,wife or husband,yes,yes,female,41,secondary,10,no,middle
438,235,3,son/daughter,yes,yes,female,22,secondary,12,attended at some time,middle
438,235,4,son/daughter,yes,yes,male,15,secondary,9,attended at some time,middle
438,257,1,head,yes,yes,male,45,primary,6,no,middle
438,257,2,wife or husband,yes,yes,female,36,primary,6,no,middle
438,257,3,son/daughter,yes,yes,male,17,secondary,9,attended at some time,middle
438,257,4,son/daughter,yes,yes,male,15,secondary,10,attended at some time,middle
438,257,5,son/daughter,yes,yes,female,17,secondary,9,attended at some time,middle
438,257,6,son/daughter,yes,yes,female,12,primary,6,attended at some time,middle
438,257,7,son/daughter,yes,yes,male,9,primary,3,attended at some time,middle
438,257,8,son/daughter,yes,yes,female,4,"no education, preschool",0,attended at some time,middle
438,290,1,head,yes,yes,male,49,secondary,7,no,middle
438,290,2,wife or husband,yes,yes,female,32,primary,6,no,middle
438,290,3,son/daughter,yes,yes,female,10,primary,5,attended at some time,middle
438,290,4,son/daughter,yes,yes,male,8,primary,1,attended at some time,middle
438,290,5,son/daughter,yes,yes,female,6,primary,1,attended at some time,middle
438,290,6,son/daughter,yes,yes,male,5,"no education, preschool",0,attended at some time,middle
438,290,7,son/daughter,yes,yes,female,1,"no education, preschool",0,no,middle
438,316,1,head,yes,yes,female,55,primary,3,no,middle
438,316,2,grandchild,yes,yes,female,19,secondary,11,attended at some time,middle
438,316,3,grandchild,yes,yes,male,9,primary,3,attended at some time,middle
438,328,1,head,yes,yes,female,48,primary,4,no,poorer
