DHSCLUST,Aridity_2015,Rainfall_2015,Malaria_Prevalence_2015,Enhanced_Vegetation_Index_2015,Nightlights_Composite,Travel_Times_2015,Proximity_to_Water,All_Population_Count_2015,Slope,Drought_Episodes,Growing_Season_Length
356,11.610509872436523,1096,0.2764463424682617,2846,0.8582301961964575,1.6875,128792.34615384616,3318.421875,2.5022478103637695,2,4
357,40.57988357543945,1280,0.1648089736700058,4180,11.91360023373463,0.13333333333333333,56178.78125,37345.10546875,2.8161410013834636,-9999,-807
358,39.24359130859375,1928.5833333333333,0.39170831044514975,3926,0,62.62330623306233,114466.28571428572,7886.24658203125,2.8369401967945462,2,4
359,39.36774063110352,1279,0.33629941940307617,4197.4,0.03310751850013837,162.44324324324324,153073.2907348243,12784.484375,0.31518633043443833,-9999,5
360,13.223880767822266,927,0.1548432558774948,2594,0.8050414403279622,1.8571428571428572,40917.97159090909,44625.1015625,0.5688467025756836,2,-807
362,62.77460479736328,2040,0.14522412419319153,4300,2.042708079020182,12.125,16064.944010416666,61064.96875,4.965173721313477,2,3
363,58.0782585144043,2310,0.1217355951666832,2224,6.071758015950521,10.384615384615383,1387.0333533653843,27439.39453125,0,2,-807
364,42.5,1713.7,0.05614405473073324,3773.181818181818,0.02120114597942153,12.894021739130435,166862.4203821656,135145.6875,2.243972114894701,2,4
365,34.9431266784668,2131.090909090909,0.13546185195446014,3831.4166666666665,0.00571082976120376,28.58288770053476,197124.7238095238,86126.0546875,3.5206563205005015,2,3
366,43.902313232421875,2038.8181818181815,0.07215477526187897,4188.833333333333,0.02948292936412945,29.954301075268816,213597.09779179812,90832.3984375,4.280063752205141,2,3
367,40.27055740356445,1852,0.0991254225373268,3886,0.10600414276123046,25.866666666666667,165546.48863636365,945.12939453125,2.6885726928710936,2,4
368,11.393665313720703,869,0.16578461229801178,2083,2.359110945362156,0.2,109763.6875,182042.109375,0.5248000780741374,2,-807
369,41.514286041259766,1300,0.3195461205073765,4220.090909090909,0,88.90735694822888,126712.29299363056,1675.8426513671875,0.6123749527684349,-9999,5
370,40.57988357543945,1361,0.18554958701133728,4655,6.934303658907531,0,64677.11607142857,66951.609375,0.8176484789167132,-9999,-807
371,36.7579460144043,1492.6,0.2075749124799456,3315.5,0.2108507625813912,20.842245989304818,123402.68370607028,136037.1875,0.9402616776247076,1,-807
372,15.152363777160645,804.7,0.2336350849696568,2668.4,0,50.75268817204301,73222.6835443038,24019.546875,1.0041507187710013,2,4
373,62.77460479736328,1897,0.1905837059020996,4565,1.52454465230306,3.466666666666667,15823.181490384615,3146.78125,2.123731486002604,2,-807
374,40.57988357543945,1314.2,0.33509056908743723,4604.3,1.003856958735603,17.997260273972604,48415.67307692308,80082.2578125,1.777990889875856,-9999,-807
375,-9999,1575,0.2118725478649139,1543,1.047143485329368,2.0714285714285716,2027.6379616477273,42365.56640625,0.1849146154191759,2,5
376,40.57988357543945,1338,0.15413305163383484,4045,13.87328785863416,0,60389.875,239829.390625,0.995861562093099,-9999,-807
377,23.79051399230957,1149.6363636363635,0.4061774473923903,3325.4166666666665,0,68.41144414168937,141440.7564102564,2733.21728515625,3.260650717919789,2,4
378,36.262996673583984,1338,0.35240527987480164,4581,0.08062451226370675,144.2,171467.2142857143,288.542724609375,0.0616231640179952,-9999,6
379,58.0782585144043,2643,0.10201852023601532,1466,24.35774287471065,0,1570.2509014423076,173257.3125,0,2,-807
380,47.402366638183594,1727,0.03492193669080734,2720,2.5389517507245465,0.13333333333333333,155795.98958333334,102587.25,1.7907740275065105,2,-807
381,36.47013092041016,2021,0.3022669851779938,4102,0,37.5,161805.32692307694,713.1173095703125,1.765054566519601,2,4
382,40.57988357543945,1280,0.15413305163383484,4045,17.793052798411885,0,59118.19711538462,263428.25,0.8442591349283854,-9999,-807
383,42.581581115722656,1986,0.05923222377896309,3471,0,4,211996.125,1300.0777587890625,4.34344482421875,2,4
384,51.96783447265625,2065,0.1093977987766266,4875,0.06343364715576172,9.066666666666666,107093.22727272728,496.2263793945313,3.47506332397461,-9999,3
385,43.33333206176758,1749,0.22413915395736697,4401,0.162303768220495,107.93333333333334,79178.33173076923,1326.73291015625,1.259269078572591,-9999,4
386,39.24359130859375,1929,0.3033871352672577,4110,0,80.64285714285714,117995.10714285714,595.6322021484375,0.7412659781319755,2,3
387,44.48732376098633,1490,0.3276791572570801,3890,0.4470571611748367,143.85714285714286,76984.53977272728,515.37310791015625,0.8528622218540737,-9999,-807
388,13.736089706420898,872.8888888888889,0.24269483983516693,2513.9,0,59.048,100298.47619047618,27874.046875,0.21005265299479167,2,5
389,35.7159423828125,1261,0.2175653725862503,2429,10.005838012695312,0,65620.81818181818,126561.8046875,0.499216045652117,-9999,-807
390,11.393665313720703,896,0.13617002964019775,2249,3.9959538777669272,0.8,107424.47321428572,23526.1640625,2.103632100423177,2,-807
391,36.56145095825195,1275,0.2634478807449341,4071,1.2946309407552083,2.7857142857142856,205870.41666666663,33788.69921875,0.194156323160444,1,-807
392,35.7159423828125,1327.7,0.35674362182617186,4617.888888888889,0.08326349277793352,28.264305177111716,82987.75949367089,66748.7578125,1.0354539419065054,-9999,-807
393,32.765689849853516,1491.8,0.33579836572919575,3408.4444444444443,0.17771097270626263,158.43699731903484,249395.08681672023,3144.824951171875,1.0892591706549517,2,5
394,58.0782585144043,2587,0.10201852023601532,-9999,24.78080692997685,0,1177.6082356770833,118678,0,2,-807
395,39.36774063110352,1294.111111111111,0.27546160561697824,4127.1,0.568883280851403,141.18904109589042,165541.28253968255,16667.28125,0.33626025474234805,-9999,5
396,38.24444580078125,1275.8,0.2928546496800014,3689.3,0.00499809232808775,83.68937329700273,18029.17307692308,32079.3359375,1.3360642269456744,-9999,4
397,39.17091751098633,1771,0.24437275528907776,3402,0.2789098103841146,48.53333333333333,1623.3466045673076,31774.90234375,0.08781970342000325,1,6
398,15.235610961914063,914,0.2118137627840042,2509,3.172246472588901,0,88136.30681818182,47506.7421875,0.8153423581804548,2,-807
399,36.289398193359375,1204,0.27975890040397644,4683,0.04487366922970476,32,232779.7307692308,452.1647033691406,0.1280942984989711,1,6
400,58.0782585144043,2282,0.08096067607402802,2957,8.714154052734376,0,4775.284040178572,131835.75,0,2,-807
401,42.5,2016,0.03336325287818909,4039,1.960216776529948,0,196948.07692307697,32588.794921875,2.5540948595319475,2,-807
402,52.88695526123047,1843.3,0.26193548838297526,3760,0.01220811876200013,239.172131147541,55032.284810126584,807.95953369140625,0.1402953934799778,-9999,-801
403,36.98813247680664,1259.5555555555557,0.3863992009844099,4507.2,0,222.3763440860215,233726.55483870968,2050.28857421875,0.13883216406709403,1,-801
404,43.902313232421875,1951,0.08872736990451813,4127,0.0849676670566682,3.857142857142857,209300.23214285713,2923.58544921875,1.9018818991524833,2,4
405,37.05741882324219,1628.4444444444443,0.24068765342235565,3411.3333333333335,5.3811913829738e-4,90.10054347826087,155552.13924050634,3352.15625,0.8290130781090778,1,5
406,13.736089706420898,886.75,0.1896853764851888,2521.0833333333335,0,40.592,131640.47949526814,63292.5625,0.15783084106445314,2,5
407,59.2621955871582,2309,0.08812224864959717,3765,2.4229661372669957,0,54720.682692307695,170202.09375,1.0026633739471436,2,-807
408,36.56145095825195,1240,0.2744101285934448,4314,2.159216708824282,1.1333333333333333,205391.7272727273,44710.96875,0.23603270848592123,1,6
409,36.46136474609375,1585.6,0.27585506439208984,3427.777777777778,0,190.4850136239782,226394.4358974359,8496.6513671875,3.1013416425408717,1,4
410,12.617053985595703,847,0.2672502398490906,2595,0.06545105775197348,47.375,98740.1153846154,2362.39013671875,0.08563072979450226,2,5
411,42.5,1998,0.0733678936958313,3637,0.01444769203662872,3.2142857142857144,208387.20454545456,2834.59375,1.6811339514596122,2,-997
412,40.57988357543945,1280,0.15413305163383484,4045,17.35474790375808,0,59782.916666666664,266776.8125,0.7025012969970703,-9999,-807
413,58.0782585144043,2643,0.0799097865819931,1466,16.446927430199796,0,2535.3885216346152,252827.375,0,2,-807
414,40.57988357543945,1280,0.15413305163383484,4180,23.214081862877155,0,58926.09659090909,274235.3125,0.8768436908721924,-9999,-807
416,41.514286041259766,1397,0.2392454445362091,4464,0.2508086681365967,4.714285714285714,131863.88461538462,523.63671875,0.6676069668361119,-9999,6
418,36.56145095825195,1240,0.2744101285934448,4180,1.6496774037679036,1.8,206962.6923076923,29873.337890625,0.2831064860026042,1,6
419,38.1475830078125,1675.8,0.3002525738307408,3662.4166666666665,0,40.42432432432432,17024.031545741323,1382.432861328125,1.6207795014252533,1,4
420,55.764705657958984,2286,0.13496002554893494,4651,0.04717077016830444,26.466666666666665,71315.51923076923,252.34278869628903,3.048608652750651,2,3
421,15.235610961914063,914,0.17260584235191345,2509,7.212564928778287,0,86380.58928571429,52730.2734375,1.0458602905273438,2,-807
422,47.402366638183594,1727,0.03492193669080734,3149,1.5971310264185856,0.5625,155696.90625,50678.92578125,1.9952484369277952,2,-807
423,12.365591049194336,891.4,0.1469294003077916,2360.7,0,153.59625668449198,155901.16129032258,20625.82421875,0.13119282441980698,2,5
424,55.764705657958984,2250,0.08983253687620163,4416,0.5770037376274497,25,65637.90625,183641.84375,2.419442653656006,2,4
425,39.33587646484375,1558,0.19662143290042877,3566,0.5616824501439145,1.6666666666666667,28772.27556818182,672.560302734375,3.0517791748046874,1,4
426,62.77460479736328,1787,0.1858193278312683,4330,0.6490989818907621,3.533333333333333,8568.388221153846,2785.72705078125,3.3236109415690103,2,-801
427,42.581581115722656,1969.3333333333333,0.06889996161827674,3717.0833333333335,0.0024185966783548,20.349462365591396,208383.88498402556,41459.71484375,2.6086617746660785,2,4
428,35.7159423828125,1181,0.13904230296611786,2429,20.642923289331897,0,62899.34090909091,286615.84375,0.5890287671770368,-9999,-807
429,51.96783447265625,1897,0.10376149415969849,4820,0.1338716168557444,12.357142857142858,116047.73863636365,982.1611328125,1.8042351858956471,-9999,4
430,36.289398193359375,1293.3,0.3295849391392299,4629.75,2.2243938127937e-4,149.45698924731184,234697.50943396223,5073.56298828125,0.12754005514165406,1,5
431,35.85752868652344,1568,0.3400792734963553,4514.916666666667,0,135.4959349593496,85015.08227848102,6445.859375,2.635374322493225,2,-801
432,15.235610961914063,920.6666666666666,0.203300803899765,2586.5,0.8950205934414742,12.994652406417112,82317.09206349206,587657,1.4885812035218915,2,-807
433,35.7159423828125,1181,0.14466910064220428,3088,25.75487638774671,0,57984.15625,115224.6015625,2.0019307136535645,-9999,-807
434,34.740333557128906,1209,0.3587195873260498,3741,0.4206813943797144,104.42857142857144,88308.79545454546,25172.23046875,0.92640563419887,-9999,-807
435,39.26229476928711,1335.5,0.37298002243041994,4203.3,0.00355396193006764,176.77445652173913,163401.61022364217,3229.742431640625,0.2567662156146506,-9999,-801
436,34.740333557128906,1259,0.2825961410999298,4482,1.0166479854260462,40.266666666666666,47068.04807692308,22581.09375,0.7123394648234049,-9999,5
437,58.0782585144043,2643,0.0799097865819931,1466,14.162345511014344,0,3106.161658653846,232432.125,0,2,-807
438,47.402366638183594,1628.7777777777778,0.10896217028299968,4018.8888888888887,0.06473528820535411,61.307277628032345,119946.84444444445,94117.828125,2.580524619377527,2,4
439,11.393665313720703,907,0.16578461229801178,2249,2.734673817952474,0.21428571428571427,110435.07692307692,128192.3046875,1.455568586077009,2,-807
441,40.57988357543945,1373.6666666666667,0.4082848866780599,4268,0.00676970968441087,99.89402173913044,69172.27936507936,10289.455078125,2.0621865313986074,-9999,4
442,47.402366638183594,1648.8,0.10289907455444336,4090.7,0.03042023490229085,68.91256830601093,123019.22044728434,79804.96875,3.5018810835040983,2,3
443,6.266296863555908,418,0.1370891034603119,2267,0,100.57142857142856,4913.162259615385,2965.778076171875,0.30322265625,5,2
444,41.514286041259766,1391.6,0.29831160817827496,4167.222222222223,0.1057190586290314,36.55826558265583,135636.8662420382,130490.9609375,0.5739768837202532,-9999,6
445,58.0782585144043,2310,0.16546370089054108,3665,1.0042081560407363,7.875,3445.5372596153848,28229.806640625,0,2,-9999
446,40.57988357543945,1280,0.1648089736700058,4180,12.532527528960127,0,56908.47115384616,58972.1796875,2.6326568603515623,-9999,-807
447,40.57988357543945,1338,0.18554958701133728,4045,11.801227507044056,0,63414.795454545456,184478.90625,0.8646598543439593,-9999,-807
448,35.85752868652344,1367,0.2226860374212265,3969,1.1495128631591798,0.9333333333333332,55969.046875,71243.8125,0.51200958887736,-9999,5
449,43.902313232421875,2078.1111111111113,0.07663106918334961,3980.2,0.2797756246758024,12.208672086720869,200874.2820512821,170238.28125,1.6777844932990345,2,-807
450,8.035714149475098,580,0.15693962574005127,1685,1.3540823618570963,2.3125,90317.375,67676.71875,0.18858949840068817,2,-807
451,12.617053985595703,861.4,0.20671936869621277,2388.5,5.7465373710207616e-5,87.19251336898395,114285.14469453377,29815.072265625,0.11626240531391,2,5
452,11.393665313720703,799.2,0.2431609332561493,2381.9,0,59.831550802139034,151331.47936507937,21406.029296875,0.2706531381862049,2,4
453,55.764705657958984,2070,0.04471787437796593,4760,1.6389956716763772,1.0714285714285714,94298.59615384616,67042.8671875,2.2218870435442244,2,-807
454,15.235610961914063,889,0.2118137627840042,2509,4.242452330508475,0.6428571428571429,87479.45454545454,17694.810546875,1.0069333485194616,2,-807
455,11.610509872436523,1036.5,0.24520727566310335,2594.2727272727275,8.1702604479562e-4,39.97866666666667,116214.33333333331,151419.96875,2.257060546875,2,4
456,39.26229476928711,1254,0.2863525450229645,4323,1.286597021694841,100.33333333333331,172902.32142857142,48693.1953125,1.07825927734375,-9999,-807
457,47.402366638183594,1727,0.03950145095586777,2720,0.45193645871918775,0.14285714285714285,157775.86458333334,52580.328125,2.5310846056256975,2,-807
458,57.6485710144043,2533,0.09935300797224043,2561,1.2675511678059896,6.25,1844.29296875,3414.76708984375,0,2,-807
459,36.7579460144043,1498,0.13923582434654236,3069,3.696319580078125,0.125,117253.59615384616,48518.984375,0.47742635011672974,1,-807
461,57.6485710144043,2643,0.0799097865819931,2810,9.300823343211206,0,4078.7327473958335,94226.78125,0,2,-807
462,41.514286041259766,1384,0.2283463031053543,3929,0.43343226114908856,16.9375,129680.17307692308,3502.857421875,0.7647873759269714,-9999,6
463,57.6485710144043,2025.428571428571,0.23062018553415933,2068.4285714285716,0,182.56,1761.082804568528,306.54302978515625,0,2,-809
465,58.0782585144043,2524,0.07472863793373108,2224,13.332835071491743,0,1032.7644708806818,136053.734375,0,2,-807
466,11.652567863464355,794.9166666666666,0.19730820655822753,2372.7,0,94.12972972972972,144832.44728434505,49029.83984375,0.36388017809068834,2,4
467,55.764705657958984,1988,0.05121275782585144,4760,2.5998405844478283,0.06666666666666667,96428.07142857143,147278.375,3.049554443359375,2,-807
468,13.62778663635254,948.8333333333334,0.2854646784918649,2805.1,6.612479766636e-4,79.936,99725.82334384858,14149.837890625,1.03102880859375,2,4
469,12.522293090820313,954.7,0.16044313112894695,2564,0.00119819061435155,64.464,75319.19488817891,45658.3828125,2.171594401041667,2,4
