x,y,densite,bandwidth,sigma_m,sous_population
-90877.1025402425,440575.5554346277,0.008652529062447603,petit,35770.82265737722,tous
-90877.1025402425,451102.242782683,0.008377491236047871,petit,35770.82265737722,tous
-90877.1025402425,461628.93013073824,0.007682974460409599,petit,35770.82265737722,tous
-90877.1025402425,472155.6174787935,0.00673065119281636,petit,35770.82265737722,tous
-90877.1025402425,482682.3048268488,0.005701394509421052,petit,35770.82265737722,tous
-90877.1025402425,493208.9921749041,0.004747882324092602,petit,35770.82265737722,tous
-90877.1025402425,503735.67952295934,0.003963355778031025,petit,35770.82265737722,tous
-90877.1025402425,514262.3668710146,0.0033735430650269063,petit,35770.82265737722,tous
-90877.1025402425,524789.0542190699,0.00295085722487649,petit,35770.82265737722,tous
-90877.1025402425,535315.7415671252,0.0026416153832319825,petit,35770.82265737722,tous
-90877.1025402425,545842.4289151805,0.00239290500553247,petit,35770.82265737722,tous
-90877.1025402425,556369.1162632357,0.0021688518076201594,petit,35770.82265737722,tous
-90877.1025402425,566895.803611291,0.001953806803846591,petit,35770.82265737722,tous
-90877.1025402425,577422.4909593463,0.00174667953270477,petit,35770.82265737722,tous
-90877.1025402425,587949.1783074015,0.0015527967516482163,petit,35770.82265737722,tous
-90877.1025402425,598475.8656554568,0.001377804207040861,petit,35770.82265737722,tous
-90877.1025402425,609002.5530035121,0.0012248975831430221,petit,35770.82265737722,tous
-90877.1025402425,619529.2403515674,0.0010943566477494718,petit,35770.82265737722,tous
-90877.1025402425,630055.9276996227,9.838394046418472e-4,petit,35770.82265737722,tous
