DHSCLUST,region_eds,milieu,lat,lon,n_menages,poids_total,tx_eau_amelioree,tx_electricite,taille_moy_menage,Travel_Times_2015,Nightlights_Composite,Aridity_2015,Malaria_Prevalence_2015,All_Population_Count_2015
200,EST,R,6.04925,14.404377,26,21.917298,65.38461538461539,0,4.423076923076923,55.49726775956284,0,38.47343063354492,0.3499617576599121,2536.069091796875
201,NORD,U,9.051264,12.886105,28,33.708388,92.85714285714285,3.571428571428571,6.749999999999999,84.1875,0,14.841529846191406,0.3280995488166809,337.9584655761719
202,DOUALA,U,4.06244,9.762829,27,21.066885,99.99999999999999,99.99999999999999,5.740740740740741,0,8.332300018845944,58.0782585144043,0.08096067607402802,238276.65625
203,NORD,R,8.521785,13.577346,18,0.458028,61.111111111111114,11.11111111111111,6.222222222222222,97.16533333333334,0,18.881132125854492,0.3432724177837372,5761.1328125
204,LITTORAL,U,4.721238,9.753882,28,12.221468,100,100,4,48.125,0.06220735165110806,55.764705657958984,0.13672351837158203,20403.64453125
205,NORD-OUEST,R,6.224822,10.481198,28,9.0153,82.14285714285715,75,4.821428571428571,56.22282608695652,1.8291275109529e-4,43.902313232421875,0.05626718356059147,62142.53125
206,EST,U,4.444582,14.345481,28,17.847004,96.42857142857143,75.00000000000001,4.25,122.1875,0.2010565790636786,37.84726333618164,0.217771515250206,1876.2802734375
208,NORD-OUEST,R,5.88523,10.14991,28,45.400208000000006,99.99999999999999,92.85714285714286,4.857142857142857,12.161290322580646,0.2171619518383129,42.5,0.04774174292882283,166012.21875
209,NORD,R,9.592743,13.803418,25,35.878975000000004,8,11.999999999999998,5.88,37.57142857142857,0,13.223880767822266,0.1946852207183838,9091.767578125
210,OUEST,R,5.266663,10.008739,27,40.217256,40.74074074074074,74.07407407407408,4.481481481481482,36.04644808743169,0.0126750840224497,47.402366638183594,0.1016443411509196,106776.6171875
211,CENTRE,U,3.980686,11.580446,28,11.304888,96.42857142857143,92.85714285714286,1.8214285714285714,7.714285714285714,0.931799825032552,35.7159423828125,0.3016165494918823,1424.72265625
212,EXTREME-NORD,R,10.802513,14.457951,28,45.228904,82.14285714285715,0,5.142857142857143,59.73087071240106,7.0421092097728e-4,11.393665313720703,0.2081699882234846,21042.8828125
