dhsclust,region_eds,milieu,lon,lat,n_menages,poids_total,tx_eau_amelioree,tx_electricite,taille_moy
323,EXTREME-NORD,R,13.59606,10.379939,28,56.753367999999995,42.857142857142854,0,7.678571428571429
324,EST,U,15.064297,3.510021,28,20.378764,78.57142857142857,89.28571428571429,4.785714285714286
325,LITTORAL,R,10.299678,4.79879,28,9.482284,82.14285714285714,3.571428571428571,3.892857142857143
326,YAOUNDE,U,11.47799,3.877896,28,17.24618,100,100,4.607142857142857
327,EST,R,13.921151,5.582779,20,32.1308,70,0,4.6
328,LITTORAL,R,10.569591,4.228225,24,5.885448,66.66666666666667,62.5,3.3749999999999996
329,EST,R,12.899311,4.26125,27,14.217497999999999,7.407407407407407,0,6.296296296296297
330,SUD-OUEST,U,9.361018,4.078074,28,18.367916,100,96.42857142857143,3.928571428571429
331,LITTORAL,U,9.566561,4.494996,28,8.848700000000001,100,100,4.821428571428571
332,NORD,U,14.161868,8.398613,27,26.524098,92.5925925925926,81.48148148148148,5.7407407407407405
333,EXTREME-NORD,U,15.231033,10.340473,27,22.220676,96.2962962962963,92.59259259259258,5.074074074074074
334,OUEST,R,10.359175,5.3922,28,15.673588,75,89.28571428571428,4.75
335,ADAMAOUA,U,13.58117,7.318232,28,17.72204,100,92.85714285714286,5.392857142857142
336,EST,R,13.50838,4.919116,28,23.118788000000002,35.714285714285715,0,6.2142857142857135
337,EXTREME-NORD,R,14.653674,10.544287,27,42.387138,77.77777777777777,0,5.518518518518518
338,SUD,R,13.331167,2.694187,28,12.928524,46.42857142857142,0,9.642857142857144
339,OUEST,R,10.391763,5.680722,28,10.147872000000001,3.571428571428571,3.571428571428571,6.107142857142857
341,CENTRE,R,11.827722,4.387989,28,34.888728,75,64.28571428571429,6.285714285714286
342,ADAMAOUA,R,13.593494,7.454839,28,16.964191999999997,92.85714285714288,78.57142857142858,6.357142857142858
343,DOUALA,U,9.733535,4.047001,27,19.330434,96.29629629629629,100,3.629629629629629
344,ADAMAOUA,R,13.845905,7.715861,28,27.584928,60.71428571428571,0,6.749999999999999
345,DOUALA,U,9.720956,4.039985,27,18.479582999999998,100,96.2962962962963,4.111111111111112
346,NORD-OUEST,R,10.792056,6.516144,27,33.044813999999995,92.59259259259261,44.44444444444445,4.555555555555556
347,LITTORAL,U,9.937456,4.950721,28,13.008968000000001,100,100,4.178571428571428
349,SUD,R,10.761209,3.066681,27,10.897011,22.222222222222225,0,5.7407407407407405
350,OUEST,R,10.139416,5.429109,27,27.177201000000004,77.77777777777777,88.8888888888889,3.6296296296296298
351,NORD,R,13.497935,10.008451,28,36.881292,71.42857142857142,57.14285714285714,5.75
352,NORD,U,13.392829,9.296988,27,18.722367,100,81.48148148148148,4.222222222222222
353,EST,U,13.185143,3.962432,28,12.737284,99.99999999999999,85.71428571428571,4.535714285714286
354,CENTRE,R,11.470295,4.335292,28,25.402188000000002,39.28571428571428,85.71428571428572,6.75
355,OUEST,R,10.16129,5.722741,28,20.730164,35.714285714285715,89.28571428571429,6
356,EXTREME-NORD,U,13.787166,10.739425,28,89.72443200000001,78.57142857142857,60.71428571428571,5.642857142857142
357,YAOUNDE,U,11.486374,3.890464,25,10.2549,96.00000000000001,100.00000000000001,4.960000000000001
358,ADAMAOUA,R,11.60123,6.299177,26,15.332746000000002,7.692307692307692,0,6.5
359,SUD,R,11.209018,2.197004,28,12.546576,78.57142857142857,3.571428571428571,8.142857142857142
360,NORD,U,13.943775,9.947233,28,17.231088,96.42857142857144,82.14285714285715,6.357142857142858
362,SUD-OUEST,U,9.239507,4.14225,26,24.582948,92.30769230769232,92.30769230769232,4.653846153846153
363,DOUALA,U,9.736103,4.102904,28,74.56607199999999,100,100,4.5357142857142865
364,OUEST,R,10.161076,5.558725,28,16.449832,89.28571428571428,92.85714285714285,5.285714285714286
365,NORD-OUEST,R,10.706792,6.563271,28,14.966111999999999,82.14285714285715,25,6.0357142857142865
366,NORD-OUEST,R,10.239334,6.062309,16,8.365616,93.75,68.75,4.25
367,OUEST,U,10.621836,5.660109,28,28.537628,96.42857142857142,96.42857142857142,6.321428571428572
368,EXTREME-NORD,U,14.350939,10.605103,27,5.858541000000001,92.59259259259258,81.48148148148148,4.148148148148148
369,SUD,R,11.005017,2.550868,28,11.94536,60.71428571428571,0,9.142857142857142
370,YAOUNDE,U,11.493558,3.794009,24,123.012384,100,100,4.750000000000001
371,ADAMAOUA,R,13.548874,7.4131,28,19.899572,92.85714285714286,100,1.607142857142857
372,NORD,R,13.580454,9.201263,27,22.998276,25.925925925925924,0,6.518518518518519
373,SUD-OUEST,U,9.2976,4.149554,28,44.021152,100,100,1.6428571428571428
374,CENTRE,R,11.484569,3.999876,27,25.955397,66.66666666666667,96.29629629629628,6.407407407407407
375,SUD,U,9.921687,2.950355,29,26.721788999999998,100,96.55172413793105,4.137931034482759
376,YAOUNDE,U,11.479136,3.834716,25,66.38605,96,100,5.04
377,NORD,R,14.103468,8.312573,28,25.33552,53.57142857142858,3.571428571428571,5.285714285714286
378,SUD,U,12.45047,3.445709,28,12.804511999999999,60.714285714285715,92.85714285714286,6.357142857142857
379,DOUALA,U,9.700058,4.038563,26,13.262002,92.3076923076923,100,5.192307692307692
380,OUEST,U,10.414051,5.465911,28,28.193199999999997,100,89.28571428571429,5.678571428571429
381,OUEST,U,11.159202,5.714939,28,52.869712,71.42857142857143,75,7.821428571428572
382,YAOUNDE,U,11.489328,3.857582,28,21.902103999999998,100.00000000000001,96.42857142857143,3.9642857142857144
383,NORD-OUEST,U,10.71759,6.237142,28,26.556264,92.85714285714286,96.42857142857143,4.464285714285714
384,LITTORAL,U,9.957574,5.053657,28,64.536696,96.42857142857143,67.85714285714286,5.357142857142857
385,CENTRE,U,10.797894,4.885646,28,20.862912,92.85714285714285,82.14285714285712,5.999999999999999
386,ADAMAOUA,U,11.549603,6.502415,26,13.940549999999998,61.53846153846154,53.84615384615385,8.23076923076923
387,CENTRE,U,10.784375,3.635149,27,25.472961,100,100,4.296296296296297
388,EXTREME-NORD,R,15.026021,10.023208,28,22.834504,96.42857142857143,0,5.571428571428571
389,YAOUNDE,U,11.547134,3.831367,25,15.4151,100,100,4.92
390,EXTREME-NORD,U,14.309557,10.588633,27,29.276991,100,88.88888888888889,4.444444444444445
391,EST,U,13.702017,4.587754,28,36.537592,89.28571428571429,100,4.321428571428571
392,CENTRE,R,11.569624,3.646497,28,25.162816,85.71428571428572,96.42857142857143,6.250000000000001
393,NORD,R,15.11689,7.235709,28,23.926644,57.142857142857146,3.5714285714285716,5.214285714285714
394,DOUALA,U,9.695194,4.034107,28,16.26814,100,100,4.785714285714286
395,SUD,R,11.322458,2.215912,28,9.213232,100,75,5.000000000000001
396,CENTRE,R,11.261496,4.333516,28,21.660772,32.14285714285714,78.57142857142857,5.821428571428571
397,ADAMAOUA,U,12.613832,6.468371,27,21.642201,74.07407407407408,92.5925925925926,3.518518518518519
398,NORD,U,13.363756,9.304593,27,20.694852,100,92.5925925925926,5.222222222222222
399,EST,U,13.433706,4.240796,28,16.576672,57.142857142857146,50,6.2857142857142865
400,DOUALA,U,9.764255,4.072044,24,22.296,100,100,4.208333333333334
401,NORD-OUEST,U,10.13923,5.947163,28,32.923632,92.85714285714286,100,4.25
402,LITTORAL,R,10.412338,4.12771,28,13.118867999999999,92.85714285714286,64.28571428571429,3.357142857142857
403,EST,R,13.116248,3.555456,28,14.07574,42.857142857142854,0,5.7142857142857135
404,NORD-OUEST,U,10.223314,6.023916,26,25.25263,100,96.15384615384616,3.8846153846153846
405,ADAMAOUA,R,14.168674,7.232484,18,5.455836,22.22222222222222,11.11111111111111,6.333333333333333
406,EXTREME-NORD,R,15.109807,10.405851,28,45.916444,46.42857142857142,0,5.607142857142858
407,SUD-OUEST,U,9.453911,4.629602,23,32.705908,100,100,3.434782608695652
408,EST,U,13.663668,4.576768,28,20.447111999999997,100,96.42857142857143,4.714285714285714
409,ADAMAOUA,R,14.979454,6.990895,23,6.066732999999999,78.2608695652174,13.043478260869566,4.434782608695652
410,EXTREME-NORD,U,14.953878,10.123383,27,37.865069999999996,100,29.62962962962963,5.777777777777779
411,NORD-OUEST,U,10.456834,6.010836,21,37.246923,95.23809523809523,61.9047619047619,4.619047619047619
412,YAOUNDE,U,11.49095,3.851681,25,9.866,100,100,3.0400000000000005
413,DOUALA,U,9.714876,4.035003,27,36.826677,100,96.2962962962963,3.592592592592593
414,YAOUNDE,U,11.495874,3.863885,28,14.298256,100,100,3.857142857142857
416,SUD,U,11.142735,2.889416,28,25.053055999999998,96.42857142857144,96.42857142857144,4.321428571428572
418,EST,U,13.664823,4.561176,28,20.418496,92.85714285714285,100,5.571428571428571
419,ADAMAOUA,R,12.944426,6.614584,28,10.961300000000001,50,0,4.928571428571428
420,LITTORAL,U,9.753129,4.764376,28,20.849024,75.00000000000001,92.85714285714286,4.785714285714286
421,NORD,U,13.378791,9.305956,27,27.165348,96.2962962962963,85.18518518518518,5.592592592592593
422,OUEST,U,10.405011,5.458441,26,40.009606000000005,100,100,5.038461538461537
423,EXTREME-NORD,R,15.116651,10.703894,28,46.704588,53.57142857142857,0,5.535714285714286
424,LITTORAL,U,9.72138,4.713736,28,21.837452,100,96.42857142857143,3.9285714285714284
425,ADAMAOUA,U,13.267282,6.462277,27,19.920114,51.85185185185185,85.18518518518518,5.185185185185185
426,SUD-OUEST,U,9.316459,4.088268,25,10.33135,100,92,3.04
427,NORD-OUEST,R,10.74267,6.303647,25,20.186075,100,4,4.08
428,YAOUNDE,U,11.534267,3.854618,26,39.227396,100,96.15384615384615,5.346153846153846
429,LITTORAL,U,9.968429,5.134994,28,21.340284,92.85714285714285,96.42857142857142,5.928571428571429
430,EST,R,13.24074,4.111128,28,20.940835999999997,64.28571428571429,50.00000000000001,5.964285714285714
431,CENTRE,R,11.253785,5.008427,28,24.425996,85.71428571428572,0,10.785714285714286
432,NORD,R,13.402444,9.354506,27,47.84697,88.8888888888889,25.925925925925927,5.407407407407408
433,YAOUNDE,U,11.500286,3.883597,27,6.824169,100,100,5.703703703703703
434,CENTRE,U,11.901472,4.438244,28,32.623388000000006,89.28571428571428,92.85714285714285,5.9642857142857135
435,SUD,R,11.729828,2.90006,28,13.892031999999999,64.28571428571429,0,8.321428571428573
436,CENTRE,U,11.545193,4.165041,28,19.564496000000002,96.42857142857143,100,5.928571428571428
437,DOUALA,U,9.722779,4.027575,28,30.580032,96.42857142857144,100,4.749999999999999
438,OUEST,R,10.465615,5.106866,28,17.421684,78.57142857142857,89.28571428571429,4.7857142857142865
439,EXTREME-NORD,U,14.343363,10.612032,28,27.482504,100,85.71428571428572,5.571428571428571
441,CENTRE,R,11.169313,3.62233,28,7.779576,78.57142857142857,64.28571428571429,4.642857142857142
442,OUEST,R,10.42901,5.112917,28,19.967724,50,85.71428571428571,5
443,EXTREME-NORD,U,14.560725,12.769557,28,29.00674,92.85714285714285,3.571428571428571,7.2142857142857135
444,SUD,R,11.169574,2.847468,28,20.950132,67.85714285714286,28.571428571428573,8.035714285714286
445,DOUALA,U,9.616093,4.083581,28,72.344244,100,96.42857142857142,4.035714285714286
446,YAOUNDE,U,11.478789,3.876906,28,9.369304000000001,100,100,5.071428571428571
447,YAOUNDE,U,11.497181,3.814339,28,68.029304,89.28571428571429,100,3.821428571428572
448,CENTRE,U,11.21874,4.750062,28,18.365704,100,96.42857142857143,5.035714285714286
449,NORD-OUEST,R,10.120192,6.017733,28,36.164856,67.85714285714286,89.28571428571429,4.7142857142857135
450,EXTREME-NORD,U,15.035812,12.066657,28,26.839484,100,100,4.285714285714286
451,EXTREME-NORD,R,14.784792,10.481704,26,40.29103,61.53846153846153,0,5.576923076923077
452,EXTREME-NORD,R,14.349723,10.985032,28,54.451488,28.57142857142857,0,4.892857142857143
453,LITTORAL,U,9.922827,4.946776,28,10.553647999999999,100,96.42857142857143,3.857142857142857
454,NORD,U,13.372689,9.296845,28,16.018044000000003,96.42857142857142,89.28571428571428,4.678571428571428
455,EXTREME-NORD,R,13.91417,10.651806,28,63.607768,78.57142857142856,32.142857142857146,5.428571428571428
456,SUD,U,11.987041,2.943631,28,9.926587999999999,100,100,6.178571428571429
457,OUEST,U,10.43389,5.497691,28,23.228352,100,89.28571428571428,5
458,DOUALA,U,9.75298,3.976194,25,55.021425,100,92.00000000000001,4.3999999999999995
459,ADAMAOUA,U,13.595693,7.320946,26,10.049546,96.15384615384615,96.15384615384615,4.423076923076923
461,DOUALA,U,9.744562,4.012805,27,24.554285999999998,100,100,4.740740740740741
462,SUD,U,11.128844,2.921289,28,6.962339999999999,85.71428571428571,92.85714285714286,6.071428571428572
463,LITTORAL,R,9.662825,3.645991,25,5.7962,52,32,3.32
465,DOUALA,U,9.717118,4.063146,26,21.51305,100,100,4.230769230769231
466,EXTREME-NORD,R,14.659263,10.85083,27,38.539476,100,0,4.62962962962963
467,LITTORAL,U,9.937793,4.960422,28,13.229467999999999,100,100,5.321428571428572
468,NORD,R,13.200813,9.544194,26,29.218202,30.76923076923077,50,5.576923076923077
469,NORD,R,13.740545,10.190109,27,36.134423999999996,18.51851851851852,0,6.222222222222222
