id,admin2Pcod,ntl_mean,population,ndvi_mean,precip_2018,no2,lc_13_urbain,lc_12_cultures,lc_8_savane_boisee,lc_11_zones_humides
10675,BJ0101,7.365899816122733,68997.4296875,2675.1565346839047,1378.9514563106798,5.169749713394444e-05,0.0,1.0,0.0,0.0
10930,BJ0101,2.034117062912569,25200.724609375,4036.355914310309,1381.5196078431372,5.14882399747201e-05,0.1111111111111111,0.3611111111111111,0.4444444444444444,0.0277777777777777
10932,BJ0101,4.091090306082098,45375.42578125,3303.7756654918708,1390.4411764705883,5.078967734911225e-05,0.0,1.0,0.0,0.0
10934,BJ0101,4.6773025847639005,58736.67578125,3564.200845531023,1399.9354838709676,5.0017330105191024e-05,0.25,0.5555555555555556,0.0,0.1944444444444444
10936,BJ0101,1.4101936058886453,11716.81640625,3503.0480021765743,1396.970588235294,4.9356473957872914e-05,0.3939393939393939,0.0303030303030303,0.0606060606060606,0.1515151515151515
10939,BJ0101,0.7904174354724327,16847.94921875,4823.940146282,1399.1176470588236,4.9041616637250186e-05,0.5555555555555556,0.0,0.0555555555555555,0.3888888888888889
11182,BJ0101,0.9602551996168528,8750.375,5006.340493089279,1388.4313725490194,5.135757454396792e-05,0.4615384615384615,0.0512820512820512,0.1538461538461538,0.0769230769230769
11184,BJ0101,1.3847291747080357,20085.232421875,4343.650988732668,1391.7647058823532,5.07368561360131e-05,0.2619047619047619,0.0714285714285714,0.5952380952380952,0.0714285714285714
11185,BJ0101,1.3565073063640425,20695.611328125,4615.368875086268,1399.0,4.9737306749506704e-05,0.6097560975609756,0.0,0.1219512195121951,0.2682926829268293
11186,BJ0101,0.6737727326056552,3146.437255859375,3872.947876552009,1399.7830188679245,4.944193791346494e-05,0.3809523809523809,0.0,0.0,0.2857142857142857
11187,BJ0101,0.594137445338148,5757.2666015625,4846.330957560802,1401.8173076923076,4.927584908060185e-05,0.8571428571428571,0.0,0.0,0.1428571428571428
11428,BJ0101,0.7219871744537459,4141.36328125,5129.220532844109,1401.8653846153843,5.065281587974012e-05,0.7567567567567568,0.0,0.081081081081081,0.1621621621621621
11429,BJ0101,0.7822047038978585,7377.26318359375,5286.542488643739,1404.8173076923078,4.9604740137423024e-05,0.8064516129032258,0.0,0.032258064516129,0.0
11430,BJ0101,0.615401230877508,968.4719848632812,4012.5104576713,1407.6532258064517,4.919998854902143e-05,0.4827586206896552,0.0,0.0689655172413793,0.0344827586206896
11431,BJ0101,0.720019442956648,4676.67138671875,4932.55362914359,1410.8252427184468,4.9196641978826207e-05,0.9166666666666666,0.0,0.0,0.0833333333333333
9676,BJ0101,0.2654654668368084,1895.5709228515625,3962.126685817226,887.3999999999999,5.2816436532966e-05,0.0,0.0,0.0,1.0
9678,BJ0101,0.2407431796514717,887.8362426757811,4028.634925533124,894.0952380952382,5.213501720177804e-05,0.0,0.0,0.0,1.0
9680,BJ0101,0.2699895770589566,388.87939453125,4148.419258139989,903.8571428571428,5.155318607255854e-05,0.0,0.0,0.0,1.0
9681,BJ0101,0.2278893775694127,903.393798828125,3911.6346997465394,908.5533980582524,5.167783622638178e-05,0.0,0.0,0.0,1.0
9682,BJ0101,0.2153214752710065,1017.1949462890624,3707.8371472158665,911.6857142857144,5.163848016936776e-05,0.0,0.0,0.0,1.0
9683,BJ0101,0.2182280359633699,1047.120849609375,3799.506937686391,927.4274193548388,5.125823453168173e-05,0.0,0.0,0.0,1.0
9684,BJ0101,0.2179989402786843,1564.06982421875,3644.172982983956,934.1886792452829,5.132820377142927e-05,0.0,0.0,0.0,1.0
