x,y,pop,frac_inondee
15.337083,10.245417,6.0509,0
15.337916,10.245417,3.3311,0
15.338749,10.245417,4.6012,0
15.339583,10.245417,4.1295,0
15.340416,10.245417,0.4322,0
15.341249,10.245417,0.1662,0
15.342916,10.245417,0.3177,0
15.343749,10.245417,1.4651,0
15.344583,10.245417,2.0272,0
15.345416,10.245417,3.9898,0
15.346249,10.245417,9.6809,0
15.347083,10.245417,10.1462,0
15.347916,10.245417,9.0965,0
15.348749,10.245417,4.6775,0
15.349583,10.245417,8.3909,0
15.350416,10.245417,11.0447,0
15.351249,10.245417,6.8899,0.2901
15.352083,10.245417,4.2804,0.9795
15.354583,10.245417,2.4271,1
15.332916,10.244584,0.6695,0
15.333749,10.244584,3.2733,0
15.334583,10.244584,6.0471,0
15.335416,10.244584,6.3011,0
15.336249,10.244584,2.2827,0
15.337083,10.244584,0.7576,0
15.337916,10.244584,0.9394,0
15.338749,10.244584,2.9579,0
15.339583,10.244584,2.5369,0
15.341249,10.244584,0.8369,0
15.343749,10.244584,0.0938,0
15.344583,10.244584,0.2175,0
15.345416,10.244584,0.6689,0
15.346249,10.244584,2.4195,0
15.347083,10.244584,3.3546,0
15.347916,10.244584,2.9301,0
15.348749,10.244584,6.8483,0
15.349583,10.244584,8.1611,0
15.350416,10.244584,10.943,0
15.351249,10.244584,8.0603,0
15.352083,10.244584,7.7514,0.184
15.352916,10.244584,6.112,0.8094
15.354583,10.244584,4.7666,1
15.334583,10.24375,0.1674,0
15.335416,10.24375,0.3955,0
15.336249,10.24375,0.6031,0
15.337083,10.24375,0.1674,0
15.338749,10.24375,0.149,0
15.339583,10.24375,0.1489,0
15.347916,10.24375,1.088,0
15.348749,10.24375,5.503,0
15.349583,10.24375,6.7163,0
15.350416,10.24375,7.7773,0
15.351249,10.24375,8.8764,0
15.352083,10.24375,11.0271,0
15.352916,10.24375,6.6495,0.0637
15.353749,10.24375,0.6203,0.7472
15.333749,10.242917,0.1674,0
15.334583,10.242917,0.1718,0
15.335416,10.242917,0.1674,0
15.349583,10.242917,0.4185,0
15.350416,10.242917,6.0465,0
15.351249,10.242917,7.6743,0
15.352083,10.242917,8.7056,0
15.352916,10.242917,8.7035,0
15.353749,10.242917,6.3915,0.1806
15.354583,10.242917,1.0963,0.9879
15.332916,10.242084,0.9326,0
15.333749,10.242084,3.1317,0
15.334583,10.242084,3.8151,0
15.335416,10.242084,2.2597,0
15.351249,10.242084,2.1087,0
15.352083,10.242084,6.0733,0
15.352916,10.242084,7.7407,0
15.353749,10.242084,8.9884,0
15.354583,10.242084,7.6588,0.1932
15.355416,10.242084,1.088,0.9193
15.356249,10.242084,0.1674,1
15.332916,10.24125,1.6749,0
15.333749,10.24125,4.67,0
15.334583,10.24125,5.034,0
15.335416,10.24125,2.6857,0
15.352916,10.24125,4.6729,0
15.353749,10.24125,11.3046,0
15.354583,10.24125,11.8832,0
15.355416,10.24125,7.4079,0.4156
15.356249,10.24125,2.8456,1
15.357083,10.24125,0.1718,1
15.332916,10.240417,0.7701,0
15.333749,10.240417,2.3434,0
15.334583,10.240417,2.1081,0
15.335416,10.240417,0.5312,0
15.352916,10.240417,3.0129,0
15.353749,10.240417,6.7315,0
15.354583,10.240417,7.7822,0
15.355416,10.240417,6.7979,0.0083
15.356249,10.240417,7.1206,0.7312
15.357083,10.240417,4.3376,1
15.357916,10.240417,1.5065,1
15.355416,10.239584,4.7693,0
15.356249,10.239584,10.6795,0.0488
15.357083,10.239584,11.3098,0.5206
15.357916,10.239584,6.3787,0.9963
15.361249,10.239584,3.0966,1
15.354583,10.23875,0.3436,0
15.355416,10.23875,4.4436,0
15.356249,10.23875,10.8604,0
15.357083,10.23875,12.2153,0
15.357916,10.23875,7.401,0.579
15.358749,10.23875,0.4935,0.9542
15.359583,10.23875,0.1508,0.964
15.353749,10.237917,0.3439,0
15.354583,10.237917,3.4193,0
15.355416,10.237917,6.4612,0
15.356249,10.237917,7.6968,0
15.357083,10.237917,7.8394,0
15.357916,10.237917,7.2938,0.0276
15.358749,10.237917,4.0233,0.3153
15.359583,10.237917,0.7901,0.4786
15.360416,10.237917,0.1519,1
15.361249,10.237917,0.0909,1
15.353749,10.237084,1.0891,0
15.354583,10.237084,6.1527,0
15.355416,10.237084,7.2976,0
15.356249,10.237084,4.0015,0
15.357083,10.237084,5.5589,0
15.357916,10.237084,7.6509,0
15.358749,10.237084,5.7353,0
15.359583,10.237084,2.2799,0.239
15.360416,10.237084,1.0333,0.9983
15.361249,10.237084,0.2126,1
15.353749,10.23625,0.6695,0
15.354583,10.23625,3.497,0
15.355416,10.23625,4.0557,0
15.356249,10.23625,2.7855,0
15.357083,10.23625,4.0683,0
15.357916,10.23625,5.9348,0
15.358749,10.23625,5.3423,0
15.359583,10.23625,4.4614,0.0084
15.360416,10.23625,2.8316,0.5811
15.361249,10.23625,0.2913,1
15.322083,10.235417,0.2896,0
15.355416,10.235417,0.7013,0
15.356249,10.235417,1.4494,0
15.357083,10.235417,1.1646,0
15.357916,10.235417,1.2583,0
15.358749,10.235417,2.209,0
15.359583,10.235417,3.9716,0
15.360416,10.235417,2.7777,0.0195
15.361249,10.235417,0.2377,0.9125
15.366249,10.235417,2.4271,1
15.322083,10.234584,0.5806,0
15.322916,10.234584,0.08,0
15.354583,10.234584,0.1649,0
15.355416,10.234584,2.4957,0
15.356249,10.234584,4.3227,0
15.357083,10.234584,3.3915,0
15.357916,10.234584,2.3456,0
15.358749,10.234584,1.4623,0
15.359583,10.234584,1.2464,0
15.360416,10.234584,0.686,0
15.361249,10.234584,0.4558,0.2728
15.362083,10.234584,0.9622,0.8977
15.362916,10.234584,0.9546,1
15.363749,10.234584,0.4334,1
15.322083,10.23375,0.8462,0
15.322916,10.23375,0.2714,0
15.354583,10.23375,0.1552,0
15.355416,10.23375,1.9729,0
15.356249,10.23375,3.4728,0
15.357083,10.23375,3.0897,0
15.357916,10.23375,1.868,0
15.358749,10.23375,1.1246,0
15.359583,10.23375,0.3761,0
15.361249,10.23375,1.1739,0
15.362083,10.23375,2.7738,0.0288
15.362916,10.23375,3.0135,0.6783
15.363749,10.23375,1.2131,1
15.322083,10.232917,4.7772,0
15.322916,10.232917,4.177,0
15.323749,10.232917,1.0321,0
15.324583,10.232917,0.2037,0
15.356249,10.232917,1.3401,0
15.357083,10.232917,1.9224,0
15.357916,10.232917,0.8358,0
15.358749,10.232917,0.4025,0
15.359583,10.232917,0.656,0
15.360416,10.232917,0.5338,0
15.361249,10.232917,1.2772,0
15.362083,10.232917,2.4795,0
15.362916,10.232917,2.3639,0.1605
15.363749,10.232917,1.0999,0.961
15.364583,10.232917,0.0908,1
